,NAME,LAT,LONG,CR1003I,CR1003V,CR1005V,CR1007V,CR1008V,CR1010V,CR1015V,CR2001V,CR2009V,CR2010I,CR2011I,DE1001V,DE1002V,DE1003I,DE1003V,DE1025I,DE1025V,DE1026V,DE1027V,DE1028I,DE1028V,DE1029V,DE1030V,DE1040I,DE1040V,DE1041V,DE1042V,DE1046I,DE1046V,DE1047V,DE1048V,DE1049I,DE1049V,DE1050V,DE1051V,DE1055I,DE1055V,DE1056V,DE1057I,DE1057V,DE1058I,DE1058V,DE1059I,DE1059V,DE1060I,DE1060V,DE1061I,DE1061V,DE1062V,DE1063V,DE1064I,DE1064V,DE1065V,DE1066V,DE1073I,DE1073V,DE1074V,DE1075V,DE1076I,DE1076V,DE1077V,DE1078V,DE1079V,DE1084I,DE1085I,DE2001I,DE2001V,DE2002I,DE2002V,DE2003I,DE2003V,DE2007I,DE2008I,DE2008V,DE2009I,DE2009V,DE2010V,DE2011V,DE2012V,DE3001V,DE3002I,DE3002V,DE3004I,DE3005I,DE3005V,DE3008I,DE3008V,DE3011I,DE3011V,DE3016I,DE3017V,EC1001I,EC1001V,EC1002I,EC1002V,EC1003I,EC1003V,EC1010V,EC1011I,EC1011V,EC1012I,EC1012V,EC1020I,EC1145V,EC1146V,EC1147V,EC1174V,EC1175V,EC1176V,EC1177V,EC1178V,EC1179V,EC1180V,EC1181V,EC1182V,EC2008V,EC2009V,EC2020V,EC2021V,EC2022V,EC2032V,EC2033V,EC2034V,EC2035V,EC2036V,EC2037V,EC2038V,EC3039V,EC3040V,EC3064V,EC3065V,EN1002V,EN1003V,EN1004V,EN1005V,EN2002V,EN2003V,EN2005V,EN2025V,EN2026V,EN2027V,EN3003V,EN3010V,EN3011V,EN3012V,EN3013V,EN4008V,EN5200V,EN5201V,EN5202V,EN5203V,EN5204V,EN5205V,EN5206V,EN5207V,SA1001V,SA1004V,SA1005V,SA1007I,SA1007V,SA1008I,SA1008V,SA1012V,SA1025V,SA1029V,SA1050V,SA1051V,SA2004I,SA2004V,SA2007I,SA2007V,SA2013V,SA2016V,SA2017V,SA2018V,SA2019V,SA2020V,SA2021V,SA2029I,SA3005V,TE1001I,TE1001V,TE1026I,TE1026V,TE1027V,TE1028V,TE1039V,TE1040V,TE1041V,TE2025V,TE2028I,TE2028V,TE2031I,TE2031V,TT1057I,TT1057V,TT1060I,TT1060V,TT1064V,TT1065V,TT1079V,TT1080V,TT1081V
49,Landshut,12.148372,48.533862,26.0,1648.0,1809484.5,115048.0,2.0,14.0,2.0,225322.0,1632.0,26.0,4.0,63258.0,30119.0,110.0,33139.0,12.3,7772.0,3674.0,4098.0,11.3,7152.0,3283.0,3869.0,4.5,2839.0,1456.0,1383.0,4.7,2985.0,1482.0,1503.0,6.2,3953.0,1980.0,1973.0,10.4,6599.0,2265.0,191.3,4334.0,64.3,8123.0,28.6,4046.0,35.7,4077.0,0.8,9188.0,4598.0,4590.0,15.0,9472.0,4651.0,4821.0,12.8,43.9,2592.0,1313.0,14.5,1279.0,2583.0,1371.0,1212.0,4.1,4.1,89.0,56234.0,3.0,1600.0,9.0,5500.0,11.0,72.0,45500.0,28.0,17700.0,3600.0,14100.0,7024.0,32400.0,46.0,15000.0,2.0,3.0,1100.0,15.0,4800.0,19.0,6100.0,18.0,61700.0,60.0,33100.0,67.0,17400.0,54.0,15700.0,1400.0,4.0,700.0,4.0,700.0,4.0,5100.0,2600.0,2500.0,32000.0,16800.0,15200.0,30700.0,16100.0,14600.0,4800.0,2400.0,2400.0,200.0,5800.0,51900.0,3563.0,1100.0,13700.0,1000.0,1400.0,400.0,8000.0,17600.0,2800.0,23300.0,29200.0,55.0,15.0,4.96,19.0,-0.3,719.9,14.902833333333335,0.016666666666666666,19.58360655737705,3395.7833333333333,24.192333333333337,22.13606557377049,3810000.0,1.33,100.0,100.0,99.1,34.68,2.16,16.37,6.04,4.86,0.67,3.45,46.14,20.3,33771.0,11173.0,22598.0,27.0,8800.0,73.0,23500.0,1658.0,3.0,137.0,326574.56842105265,102941.5625,3.0,2.0,9.0,573.0,26.0,108.0,62.0,46.0,737.0,289.0,448.0,12.0,1.0,423.0,1200.0,60.0,3786.0,2427.0,1359.0,9.0,9.75,7.0,7300.0,49.0,16800.0,31.0,10700.0,440.67,27876.0,0.0,0.0,21824.0,11580.0,39.0,35.0,10.7
50,Rosenheim,12.116299,47.853616,23.0,1439.0,1809484.5,27980.0,0.0,6.0,6.835164835164835,146966.0,1106.0,18.0,2.0,61299.0,29979.0,104.5,31320.0,12.0,7378.0,3479.0,3899.0,11.2,6841.0,3178.0,3663.0,4.4,2674.0,1368.0,1306.0,4.8,2943.0,1500.0,1443.0,6.5,3958.0,2022.0,1936.0,8.7,5350.0,1961.0,172.8,3389.0,61.4,8320.0,29.3,4199.0,32.1,4121.0,0.7,8778.0,4487.0,4291.0,15.6,9552.0,4959.0,4593.0,13.6,43.1,2708.0,1426.0,14.3,1282.0,2797.0,1400.0,1397.0,4.4,4.6,84.0,51437.0,5.0,3100.0,11.0,6800.0,16.0,78.0,47800.0,22.0,13500.0,5200.0,8300.0,9862.0,31500.0,51.0,16100.0,2.0,4.0,1400.0,15.0,4700.0,22.0,6800.0,21.0,59800.0,59.0,31300.0,64.0,16400.0,55.0,14900.0,1400.0,4.0,700.0,5.0,700.0,4.0,4800.0,2400.0,2400.0,30100.0,15700.0,14300.0,28800.0,15100.0,13700.0,4600.0,2200.0,2300.0,100.0,7200.0,44100.0,4254.0,1700.0,9400.0,1200.0,1700.0,500.0,6700.0,13400.0,2200.0,22300.0,27900.0,57.0,16.0,5.4,18.9,-0.4,1112.8,14.902833333333335,0.016666666666666666,19.58360655737705,3395.7833333333333,24.192333333333337,22.13606557377049,3686300.0,1.25,100.0,100.0,99.1,39.71,2.27,19.27,11.48,5.55,0.67,3.12,38.1,19.54,31307.0,8511.0,22796.0,25.0,8000.0,74.0,23400.0,11062.385714285714,7492.692307692308,334.8,448750.0,123410.0,6.0,3.0,9.0,537.0,18.0,105.0,66.0,39.0,541.0,246.0,295.0,9.0,7.0,411.0,1100.0,76.0,4668.0,3200.0,1468.0,9.0,9.75,7.0,4400.0,54.0,18500.0,25.0,8400.0,420.2,25758.0,0.0,0.0,19660.0,10776.0,221.12345679012347,52.96500000000001,11.7
51,Schweinfurt,10.223773,50.045714,48.0,2547.0,1809484.5,79267.0,0.0,4.0,1.0,173930.0,1186.0,22.0,3.0,53415.0,25725.0,107.6,27690.0,12.4,6633.0,3170.0,3463.0,12.1,6485.0,2955.0,3530.0,4.0,2158.0,1090.0,1068.0,5.1,2701.0,1375.0,1326.0,6.7,3568.0,1811.0,1757.0,12.0,6403.0,2316.0,176.5,4087.0,70.7,6557.0,29.5,3356.0,41.2,3201.0,-0.2,6589.0,3347.0,3242.0,14.9,7951.0,4050.0,3901.0,12.3,45.5,2125.0,1097.0,12.3,1028.0,2245.0,1158.0,1087.0,4.0,4.2,85.0,45414.0,4.0,1900.0,11.0,6100.0,15.0,71.0,37700.0,29.0,15700.0,5600.0,10100.0,8001.0,24500.0,42.0,10300.0,2.0,6.0,1500.0,16.0,3800.0,22.0,5400.0,28.0,49500.0,56.0,26100.0,64.0,14400.0,48.0,11700.0,1500.0,5.0,700.0,7.0,800.0,6.0,4800.0,2600.0,2200.0,25100.0,13800.0,11300.0,23700.0,13100.0,10500.0,4500.0,2500.0,2100.0,100.0,25500.0,63400.0,2877.0,2300.0,10600.0,400.0,1600.0,400.0,6200.0,13700.0,2600.0,21000.0,26400.0,63.0,23.0,5.3,18.7,0.8,528.6,14.902833333333335,0.016666666666666666,19.58360655737705,3395.7833333333333,24.192333333333337,22.13606557377049,3976000.0,1.82,100.0,100.0,99.8,32.53,4.705783132530121,16.130843373493974,10.985180722891567,7.569036144578313,1.3790361445783135,8.032530120481926,30.269277108433734,20.92734939759036,28176.0,6892.0,21284.0,21.0,5200.0,73.0,18000.0,3038.0,7492.692307692308,34.0,326574.56842105265,102941.5625,5.0,2.0,8.0,418.0,27.0,120.0,78.0,42.0,718.0,332.0,386.0,13.0,2.0,510.0,1100.0,58.0,3097.0,2607.0,490.0,9.0,9.75,7.0,6100.0,52.0,14400.0,20.0,5500.0,393.39,21013.0,0.37,2.0,39119.0,5490.0,85.0,43.9,10.4
52,Speyer,8.437615,49.319469,18.0,906.0,1809484.5,572211.0,1.0,12.0,6.835164835164835,248779.0,1285.0,26.0,5.0,49857.0,23978.0,107.9,25879.0,12.8,6378.0,3064.0,3314.0,10.8,5391.0,2469.0,2922.0,4.3,2151.0,1113.0,1038.0,5.2,2581.0,1287.0,1294.0,5.5,2744.0,1393.0,1351.0,9.4,4663.0,1661.0,180.7,3002.0,64.0,5745.0,31.0,2843.0,33.1,2902.0,0.1,7186.0,3600.0,3586.0,16.7,8341.0,4167.0,4174.0,11.5,44.3,2235.0,1140.0,14.4,1095.0,2442.0,1241.0,1201.0,4.5,4.9,89.0,44452.0,4.0,1900.0,7.0,3500.0,11.0,81.0,40300.0,19.0,9500.0,4100.0,5400.0,5405.0,23900.0,36.0,8700.0,2.0,7.0,1600.0,13.0,3000.0,23.0,5400.0,30.0,49600.0,59.0,25300.0,65.0,13400.0,53.0,11900.0,1500.0,6.0,800.0,6.0,700.0,6.0,4300.0,2300.0,2000.0,24500.0,12900.0,11600.0,23100.0,12200.0,10900.0,4100.0,2200.0,2000.0,100.0,5900.0,34400.0,2825.0,1200.0,7400.0,400.0,900.0,300.0,4100.0,10500.0,3700.0,25900.0,34000.0,56.0,16.0,5.17,20.3,2.7,529.1,14.902833333333335,0.016666666666666666,19.58360655737705,3395.7833333333333,24.192333333333337,22.13606557377049,2898300.0,1.53,100.0,100.0,99.5,23.53,6.94,9.41,15.45,9.02,1.26,4.58,25.32,28.03,25090.0,8557.0,16533.0,39.0,9400.0,60.0,14400.0,11062.385714285714,7492.692307692308,334.8,370000.0,94500.0,2.0,1.0,9.0,449.0,25.0,88.0,52.0,36.0,605.0,264.0,341.0,12.0,0.0,511.0,1100.0,6.0,307.0,166.0,141.0,9.0,9.75,7.0,5200.0,46.0,12800.0,36.0,10000.0,467.86,23326.0,0.0,0.0,16294.0,9134.0,221.12345679012347,46.5,9.8
53,Passau,13.437462,48.571465,39.0,1993.0,1809484.5,91380.0,1.0,8.0,1.0,428444.0,3011.0,60.0,8.0,50594.0,23954.0,111.2,26640.0,12.4,6258.0,2982.0,3276.0,11.3,5732.0,2612.0,3120.0,3.3,1659.0,863.0,796.0,4.3,2190.0,1119.0,1071.0,8.6,4371.0,1892.0,2479.0,10.4,5241.0,1855.0,182.5,3386.0,58.0,6700.0,23.7,3359.0,34.3,3341.0,-0.1,6676.0,3391.0,3285.0,15.9,8024.0,4002.0,4022.0,13.2,44.5,1773.0,902.0,13.2,871.0,1970.0,977.0,993.0,3.5,3.9,90.0,45449.0,6.0,3100.0,4.0,2000.0,10.0,80.0,40600.0,20.0,10000.0,3900.0,2000.0,5145.0,27400.0,53.0,14600.0,2.0,3.0,700.0,12.0,3400.0,16.0,4300.0,16.0,48800.0,53.0,23800.0,58.0,12200.0,48.0,11600.0,1200.0,5.0,600.0,5.0,600.0,5.0,3800.0,1900.0,1900.0,22900.0,11800.0,11200.0,21800.0,11200.0,10600.0,3600.0,1800.0,1900.0,100.0,7500.0,46800.0,3264.0,2700.0,11100.0,1400.0,1300.0,400.0,5400.0,13400.0,3400.0,21400.0,28500.0,57.0,22.0,5.6,18.7,-1.1,736.3,2.0,0.0,30.0,1919.0,35.3,24.8,3174300.0,1.1,100.0,100.0,97.9,25.11,4.705783132530121,16.130843373493974,10.985180722891567,7.569036144578313,1.3790361445783135,8.032530120481926,30.269277108433734,20.92734939759036,29670.0,9442.0,20228.0,35.0,9700.0,66.0,18100.0,1000.0,7492.692307692308,5.0,280000.0,96600.0,3.0,1.0,7.0,339.0,18.0,86.0,52.0,34.0,587.0,272.0,315.0,12.0,1.0,542.0,900.0,198.0,10012.0,3763.0,6249.0,9.0,9.75,7.0,3800.0,45.0,12400.0,39.0,10700.0,415.33,21013.0,0.4,2.0,23587.0,4551.0,0.0,36.5,10.5
54,Dessau-Roßlau,12.2236,51.829379,16.0,1417.0,1809484.5,193349.0,1.0,4.0,4.0,178472.0,1487.0,17.0,2.0,86906.0,41814.0,107.8,45092.0,14.8,12900.0,6144.0,6756.0,16.6,14393.0,6675.0,7718.0,3.4,2956.0,1510.0,1446.0,2.7,2360.0,1199.0,1161.0,6.0,5190.0,2702.0,2488.0,11.7,10174.0,3618.0,181.2,6556.0,68.4,9232.0,20.8,4975.0,47.6,4257.0,-1.0,10058.0,5137.0,4921.0,16.4,14217.0,7055.0,7162.0,10.6,50.1,2720.0,1420.0,11.6,1300.0,2706.0,1379.0,1327.0,3.1,3.1,98.0,84759.0,1.0,500.0,2.0,1500.0,2.0,94.0,81300.0,6.0,5600.0,2300.0,3300.0,2147.0,46800.0,40.0,18900.0,2.0,4.0,1900.0,17.0,8000.0,13.0,5900.0,32.0,85300.0,57.0,44800.0,62.0,23400.0,52.0,21300.0,5200.0,12.0,2900.0,11.0,2300.0,12.0,8400.0,4200.0,4100.0,43700.0,22800.0,20900.0,38700.0,20000.0,18700.0,7300.0,3700.0,3600.0,300.0,5800.0,42000.0,3598.0,2900.0,9000.0,400.0,900.0,200.0,7700.0,12500.0,2400.0,19200.0,22400.0,60.0,21.0,5.35,18.6,0.5,536.0,23.0,0.016666666666666666,19.58360655737705,4405.0,24.192333333333337,22.13606557377049,4055300.0,1.87,100.0,100.0,98.3,44.48,0.75,7.08,4.56,2.45,0.46,3.34,40.38,40.98,53308.0,15555.0,37753.0,35.0,16500.0,64.0,30000.0,11062.385714285714,7492.692307692308,140.0,140000.0,56000.0,2.0,1.0,7.0,575.0,37.0,186.0,118.0,68.0,1231.0,557.0,674.0,14.0,6.0,677.0,2000.0,16.0,1379.0,706.0,673.0,9.0,9.75,7.0,1600.0,64.0,29500.0,31.0,14500.0,445.87,38749.0,0.35,3.0,13866.0,9529.0,176.0,45.0,10.2
55,Duisburg,6.75966,51.47994,5.0,2286.0,1809484.5,158276.0,1.0,28.0,6.0,402188.0,3138.0,6.0,1.0,489559.0,240221.0,103.8,249338.0,12.1,59283.0,28964.0,30319.0,11.2,54644.0,25437.0,29207.0,4.2,20639.0,10592.0,10047.0,5.5,26815.0,13776.0,13039.0,6.1,29833.0,15067.0,14766.0,10.2,49706.0,18638.0,166.7,31068.0,67.6,58059.0,31.9,29497.0,35.7,28562.0,-0.5,67964.0,35099.0,32865.0,15.7,77010.0,39617.0,37393.0,11.9,44.0,21477.0,11072.0,13.9,10405.0,24129.0,12462.0,11667.0,4.4,4.9,83.0,407312.0,4.0,18600.0,13.0,63700.0,17.0,63.0,310800.0,37.0,178800.0,19400.0,73300.0,82247.0,130387.09677419355,46.0,100900.0,2.0,4.290322580645161,9700.0,14.021505376344086,37100.0,17.892473118279568,48300.0,20.0,488400.0,55.0,233000.0,65.0,133400.0,46.0,99600.0,25300.0,11.0,15300.0,10.0,10000.0,11.0,36300.0,21500.0,14700.0,227000.0,129900.0,97000.0,203000.0,115400.0,87600.0,33100.0,19600.0,13500.0,300.0,41500.0,213100.0,15767.0,10700.0,53100.0,3200.0,6800.0,2200.0,30300.0,53900.0,11100.0,20000.0,23500.0,62.0,24.0,4.9,18.2,3.2,672.1,14.902833333333335,0.016666666666666666,25.0,3395.7833333333333,24.192333333333337,25.1,65317700.0,1.74,100.0,100.0,100.0,248.64,8.79,16.57,15.0,13.29,1.27,15.47,21.95,7.66,256151.0,56863.0,199288.0,26.365591397849464,28468.817204301075,73.12903225806451,101426.8817204301,11062.385714285714,7492.692307692308,334.8,420000.0,94500.0,8.0,31.0,8.0,4103.0,292.0,1050.0,646.0,404.0,5982.0,2852.0,3130.0,12.0,16.0,392.0,8100.0,133.0,65295.0,33698.0,31597.0,13.0,9.75,7.0,68400.0,58.0,151000.0,16.0,43000.0,398.34,195009.0,0.12,6.0,75402.0,69312.0,438.0,61.1,10.0
56,Mannheim,8.492765,49.488789,15.0,4622.0,1809484.5,617069.0,2.0,19.0,8.0,1087236.0,6664.0,21.0,3.0,313174.0,155702.0,101.1,157472.0,11.7,36665.0,18279.0,18386.0,10.3,32172.0,15618.0,16554.0,4.2,13221.0,6737.0,6484.0,4.6,14519.0,7426.0,7093.0,6.9,21636.0,10767.0,10869.0,8.8,27448.0,10417.0,163.5,17031.0,56.4,45655.0,26.6,23245.0,29.8,22410.0,0.4,45674.0,23794.0,21880.0,16.2,50598.0,26503.0,24095.0,14.6,42.7,12349.0,6254.0,14.6,6095.0,13237.0,6662.0,6575.0,3.9,4.2,76.0,239236.0,10.0,29900.0,14.0,44100.0,24.0,72.0,224500.0,28.0,88700.0,25600.0,52900.0,73938.0,159300.0,49.0,77600.0,2.0,4.0,6800.0,14.0,22000.0,19.0,31000.0,22.0,306700.0,55.0,152200.0,61.0,82600.0,50.0,69600.0,9100.0,6.0,4900.0,6.0,4100.0,6.0,22300.0,12400.0,9900.0,147800.0,80300.0,67500.0,139300.0,75700.0,63600.0,21200.0,11800.0,9400.0,600.0,42100.0,218200.0,14703.0,10900.0,49700.0,6700.0,7600.0,2700.0,44200.0,43600.0,10100.0,22800.0,27700.0,56.0,20.0,5.2,19.8,2.6,574.1,16.0,0.0,21.0,3574.0,30.8,23.6,18611300.0,2.19,100.0,100.0,99.8,133.99,7.68,13.26,13.73,17.38,0.79,5.62,26.76,14.79,162181.0,29703.0,132478.0,21.0,34100.0,78.0,124600.0,6671.0,7492.692307692308,334.8,440000.0,114310.0,4.0,11.0,8.0,2657.0,121.0,559.0,349.0,210.0,3044.0,1433.0,1611.0,10.0,19.0,446.0,5900.0,74.0,23328.0,12607.0,10721.0,9.0,9.75,7.0,38000.0,46.0,81600.0,30.0,53000.0,365.08,114334.0,0.38,12.0,100757.0,37942.0,265.0,58.5,12.3
57,Gelsenkirchen,7.07669,51.547434,14.0,3578.0,1809484.5,16126.0,2.0,12.0,6.835164835164835,256760.0,1841.0,7.0,1.0,257981.0,125451.0,105.6,132530.0,12.6,32537.0,16004.0,16533.0,10.7,27524.0,12699.0,14825.0,4.2,10807.0,5522.0,5285.0,5.6,14436.0,7462.0,6974.0,6.3,16235.0,8364.0,7871.0,10.2,26397.0,9181.0,187.5,17216.0,66.9,29220.0,32.0,14787.0,34.9,14433.0,-0.7,35982.0,18429.0,17553.0,15.8,40643.0,20655.0,19988.0,11.3,44.0,11265.0,5787.0,13.9,5478.0,12935.0,6561.0,6374.0,4.4,5.0,86.0,221470.0,3.0,7600.0,11.0,29000.0,14.0,82.0,211100.0,18.0,46900.0,10800.0,36100.0,36511.0,128800.0,44.0,56300.0,2.0,4.0,5700.0,16.0,20600.0,22.0,27700.0,21.0,256100.0,53.0,117500.0,62.0,67000.0,44.0,50500.0,13600.0,13.0,8500.0,10.0,5200.0,12.0,18200.0,10400.0,7700.0,114400.0,65200.0,49100.0,101500.0,57200.0,44300.0,16600.0,9400.0,7200.0,100.0,17800.0,105000.0,8283.0,6300.0,23400.0,2000.0,1900.0,1300.0,16900.0,28400.0,6900.0,19300.0,23800.0,64.0,25.0,4.9,17.6,2.7,875.5,14.902833333333335,0.0,19.58360655737705,3395.7833333333333,27.1,22.13606557377049,63622300.0,1.56,100.0,100.0,99.8,142.29,6.94,20.8,19.07,9.52,2.51,16.89,14.04,10.23,137521.0,23294.0,114227.0,12.0,15900.0,87.0,112200.0,11062.385714285714,7492.692307692308,334.8,290000.0,98000.0,7.0,14.0,8.0,1959.0,164.0,671.0,425.0,246.0,3429.0,1629.0,1800.0,13.0,13.0,416.0,4500.0,21.0,5504.0,3923.0,1581.0,9.0,9.75,7.0,39300.0,58.0,80100.0,14.0,19300.0,400.16,103233.0,0.31,8.0,38590.0,39138.0,221.12345679012347,61.1,9.5
58,Münster,7.624747,51.954044,12.0,3418.0,1809484.5,781383.0,5.0,39.0,6.835164835164835,1312936.0,7830.0,28.0,5.0,279803.0,131317.0,113.1,148486.0,10.2,28403.0,13490.0,14913.0,9.1,25579.0,11339.0,14240.0,4.4,12377.0,6377.0,6000.0,4.7,13172.0,6434.0,6738.0,8.0,22429.0,10097.0,12332.0,8.4,23507.0,8264.0,184.5,15243.0,54.4,45339.0,27.3,21871.0,27.1,23468.0,1.5,41548.0,20157.0,21391.0,15.6,43531.0,21028.0,22503.0,16.2,40.6,11456.0,5862.0,14.8,5594.0,12462.0,6398.0,6064.0,4.1,4.5,93.0,260710.0,2.0,5500.0,5.0,13600.0,7.0,85.0,237100.0,15.0,42700.0,12500.0,30200.0,19093.0,151000.0,50.0,75000.0,2.0,4.0,6600.0,11.0,16600.0,17.0,25600.0,26.0,278000.0,60.0,146000.0,66.0,74600.0,55.0,71400.0,6700.0,6.0,4200.0,3.0,2400.0,5.0,18400.0,9500.0,8900.0,142900.0,73000.0,70000.0,136600.0,68900.0,67600.0,17500.0,8900.0,8600.0,1600.0,15800.0,200800.0,14243.0,6500.0,40200.0,11500.0,12300.0,1500.0,30100.0,67400.0,14000.0,22800.0,29500.0,53.0,18.0,4.7,17.8,2.4,551.4,20.0,0.0,15.0,3236.0,23.6,22.7,16021700.0,1.65,100.0,100.0,97.5,139.19,4.705783132530121,16.130843373493974,10.985180722891567,7.569036144578313,1.3790361445783135,8.032530120481926,30.269277108433734,20.92734939759036,156043.0,45404.0,110639.0,29.0,44300.0,71.0,106700.0,11062.385714285714,7492.692307692308,334.8,440000.0,154000.0,5.0,13.0,10.0,2714.0,78.0,426.0,266.0,160.0,2462.0,1117.0,1345.0,9.0,4.0,477.0,5900.0,174.0,48547.0,22777.0,25770.0,9.0,9.75,7.0,15100.0,49.0,77400.0,42.0,66400.0,387.78,108502.0,0.11,3.0,70681.0,24758.0,221.12345679012347,58.5,10.7
59,Chemnitz,12.912219,50.83382,12.0,2882.0,1809484.5,262364.0,3.0,4.0,10.0,437337.0,3745.0,15.0,2.0,243248.0,117169.0,107.6,126079.0,14.5,35166.0,16699.0,18467.0,15.4,37381.0,17187.0,20194.0,3.9,9546.0,4887.0,4659.0,2.8,6784.0,3526.0,3258.0,6.5,15725.0,7907.0,7818.0,11.8,28630.0,10002.0,186.2,18628.0,68.1,30928.0,22.5,16502.0,45.6,14426.0,0.1,28029.0,14788.0,13241.0,14.3,34833.0,17424.0,17409.0,12.7,48.5,8646.0,4429.0,11.5,4217.0,7580.0,3818.0,3762.0,3.6,3.1,95.0,231514.0,1.0,3000.0,7.822916666666667,23879.166666666668,5.0,96.0,233900.0,4.0,9300.0,5200.0,12200.0,11734.0,130387.09677419355,46.0,67000.0,2.0,4.290322580645161,5400.0,14.021505376344086,25400.0,17.892473118279568,17800.0,30.0,236500.0,57.0,124500.0,63.0,65700.0,52.0,58800.0,13200.0,11.0,7200.0,10.0,6000.0,11.0,24900.0,12400.0,12400.0,121900.0,64200.0,57600.0,109000.0,57200.0,51800.0,21700.0,10800.0,10900.0,200.0,20900.0,141600.0,11441.0,7400.0,30100.0,3500.0,3100.0,1900.0,30800.0,35700.0,8000.0,17700.0,20900.0,62.0,22.0,5.9,18.0,-0.9,749.8,20.0,0.0,23.0,3999.0,26.8,22.1,9871700.0,2.23,100.0,100.0,97.6,97.39,1.34,17.57,9.84,4.84,1.25,8.38,40.32,16.45,153213.0,21474.0,131739.0,26.365591397849464,28468.817204301075,73.12903225806451,101426.8817204301,311.0,7492.692307692308,63.0,180000.0,59500.0,2.0,5.0,8.0,2021.0,111.0,459.0,298.0,161.0,3224.0,1497.0,1727.0,13.0,9.0,597.0,5700.0,44.0,10631.0,5894.0,4737.0,9.0,9.75,7.0,6300.0,58.0,74400.0,34.0,44400.0,427.06,103882.0,0.45,11.0,49444.0,24745.0,120.0,45.0,8.5
60,Braunschweig,10.531827,52.269203,12.0,3028.0,1809484.5,208202.0,2.0,22.0,7.0,486336.0,3680.0,15.0,2.0,248867.0,122654.0,102.9,126213.0,11.2,27871.0,13522.0,14349.0,11.3,28147.0,13124.0,15023.0,4.1,10251.0,5216.0,5035.0,4.6,11355.0,5813.0,5542.0,7.2,17928.0,9176.0,8752.0,9.7,24166.0,8597.0,181.1,15569.0,60.1,36658.0,26.4,19241.0,33.7,17417.0,0.6,35867.0,18993.0,16874.0,14.9,37137.0,19107.0,18030.0,14.7,42.7,9540.0,4760.0,14.4,4780.0,9947.0,5105.0,4842.0,3.8,4.0,90.0,225208.0,3.0,7200.0,7.0,16500.0,10.0,80.0,200200.0,20.0,48600.0,16300.0,32300.0,23659.0,143100.0,53.0,76400.0,2.0,3.0,4700.0,13.0,19000.0,15.0,21600.0,22.0,246900.0,58.0,126200.0,64.0,68900.0,51.0,57300.0,8400.0,7.0,4800.0,6.0,3600.0,7.0,17500.0,9500.0,8000.0,123300.0,67300.0,56000.0,115500.0,62900.0,52600.0,16200.0,8800.0,7400.0,300.0,22700.0,149900.0,10147.0,5200.0,32500.0,4400.0,3400.0,2100.0,31400.0,41000.0,6800.0,20600.0,24900.0,54.0,19.0,5.1,18.1,1.3,487.1,16.0,0.0,17.0,3681.0,13.5,20.0,13775700.0,1.8,100.0,100.0,99.9,106.9,3.82,15.01,10.11,6.39,0.72,9.05,40.68,14.22,135723.0,32321.0,103402.0,21.0,30200.0,79.0,112500.0,4000.0,7492.692307692308,155.0,330000.0,87500.0,8.0,17.0,9.0,2218.0,89.0,434.0,281.0,153.0,2723.0,1268.0,1455.0,11.0,9.0,468.0,4800.0,66.0,16325.0,9920.0,6405.0,9.0,9.75,7.0,17900.0,57.0,78300.0,34.0,46600.0,394.29,98126.0,0.2,5.0,54502.0,28156.0,270.0,55.0,10.6
61,Aachen,6.08443,50.774209,16.0,4073.0,1809484.5,390438.0,3.0,19.0,5.0,863770.0,4524.0,17.0,3.0,258664.0,133523.0,93.7,125141.0,10.7,27564.0,13676.0,13888.0,9.5,24584.0,11391.0,13193.0,3.8,9790.0,5060.0,4730.0,4.6,11954.0,6161.0,5793.0,10.1,26117.0,15363.0,10754.0,8.4,21628.0,8253.0,162.1,13375.0,51.2,41289.0,24.2,22928.0,27.0,18361.0,0.1,32852.0,16738.0,16114.0,16.7,43294.0,24018.0,19276.0,16.0,41.4,9586.0,4883.0,12.7,4703.0,10006.0,5052.0,4954.0,3.7,3.9,84.0,216268.0,5.0,13300.0,11.0,29100.0,16.0,78.0,201900.0,22.0,56800.0,17900.0,38900.0,42396.0,144500.0,53.0,76000.0,2.0,4.0,5200.0,12.0,16700.0,16.0,23100.0,23.0,257300.0,51.0,116500.0,55.0,65500.0,46.0,50900.0,9700.0,10.0,6300.0,7.0,3400.0,8.0,15600.0,8200.0,7300.0,113700.0,64000.0,49700.0,104500.0,58000.0,46500.0,14300.0,7500.0,6900.0,300.0,17700.0,161700.0,12868.0,4600.0,31200.0,8800.0,4700.0,1800.0,28300.0,53000.0,11300.0,18100.0,23600.0,59.0,26.0,4.8,18.8,3.7,749.9,14.0,0.0,11.0,3315.0,16.1,19.0,15353700.0,2.12,100.0,100.0,99.6,108.62,4.705783132530121,16.130843373493974,10.985180722891567,7.569036144578313,1.3790361445783135,8.032530120481926,30.269277108433734,20.92734939759036,132964.0,29914.0,103050.0,24.0,35300.0,76.0,110300.0,9563.0,7492.692307692308,334.8,350000.0,105000.0,5.0,10.0,8.0,2051.0,100.0,370.0,228.0,142.0,2160.0,1008.0,1152.0,8.0,22.0,480.0,4700.0,170.0,44004.0,30491.0,13513.0,9.0,9.75,7.0,25500.0,46.0,66000.0,37.0,53100.0,340.21,88000.0,0.35,9.0,60781.0,20487.0,111.0,57.5,10.25
