indic_ur,cities\time	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 
DE3008I,NO004C1	: 	: 	: 	: 	: 	: 	: 	9 	9 	9 	9 	9 	9 	: 	: 	10 	: 	: 	: 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,NO005C1	: 	: 	: 	: 	: 	: 	: 	10 	10 	11 	10 	10 	11 	: 	: 	11 	: 	: 	: 	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,NO006C1	: 	: 	: 	: 	: 	: 	: 	8 	8 	7 	7 	7 	7 	: 	: 	8 	: 	: 	: 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PL001C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	15 d	: 	: 	: 	: 	: 	: 	: 	: 	11 	: 	: 	: 	: 	: 	: 	16 	: 	: 	: 	14 	: 	14 
DE3008I,PL002C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	15 d	: 	: 	: 	: 	: 	: 	: 	: 	13 	: 	: 	: 	: 	: 	: 	19 	: 	: 	: 	15 	: 	15 
DE3008I,PL003C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 d	: 	: 	: 	: 	: 	: 	: 	: 	8 	: 	: 	: 	: 	: 	: 	15 	: 	: 	: 	12 	: 	12 
DE3008I,PL004C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 d	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	: 	: 	: 	: 	: 	15 	: 	: 	: 	11 	: 	11 
DE3008I,PL005C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 d	: 	: 	: 	: 	: 	: 	: 	: 	8 	: 	: 	: 	: 	: 	: 	15 	: 	: 	: 	12 	: 	12 
DE3008I,PL006C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 d	: 	: 	: 	: 	: 	: 	: 	: 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 	: 	11 
DE3008I,PL007C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 d	: 	: 	: 	: 	: 	: 	: 	: 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 	: 	10 
DE3008I,PL008C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 d	: 	: 	: 	: 	: 	: 	: 	: 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 	: 	11 
DE3008I,PL009C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 d	: 	: 	: 	: 	: 	: 	: 	: 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 	: 	11 
DE3008I,PL010C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	15 d	: 	: 	: 	: 	: 	: 	: 	: 	10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14 	: 	14 
DE3008I,PL010K1	: 	: 	: 	: 	: 	: 	: 	: 	: 	13 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PL011C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 d	: 	: 	: 	: 	: 	: 	: 	: 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 	: 	10 
DE3008I,PL012C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 d	: 	: 	: 	: 	: 	: 	: 	: 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	9 
DE3008I,PL013C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 d	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 	: 	11 
DE3008I,PL014C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 d	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PL015C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 d	: 	: 	: 	: 	: 	: 	: 	: 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	9 
DE3008I,PL016C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	13 d	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PL017C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 d	: 	: 	: 	: 	: 	: 	: 	: 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	9 
DE3008I,PL018C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 d	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	9 
DE3008I,PL019C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	13 d	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 	: 	11 
DE3008I,PL020C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 d	: 	: 	: 	: 	: 	: 	: 	: 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 	: 	10 
DE3008I,PL021C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 d	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8 	: 	8 
DE3008I,PL022C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 d	: 	: 	: 	: 	: 	: 	: 	: 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	7 
DE3008I,PL023C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 d	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	4 
DE3008I,PL024C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	14 d	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PL025C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 d	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PL026C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 d	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PL027C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	13 d	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PL028C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	13 d	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PL029C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PL030C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PL031C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PL032C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	13 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PL040C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PL041C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PL042C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PL047C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PL048C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PL501C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	13 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PL502C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	13 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PL503C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	13 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PL504C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	13 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PL505C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	14 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PL506C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PL507C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	13 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PL508C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PL509C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PL512C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PL513C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PL514C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PL515C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	16 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PL516C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PL517C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 	: 	: 	: 	: 	: 	: 	: 	: 	9 	8 	9 	9 	9 	10 	9 	8 	8 	7 	7 	8 	: 	: 
DE3008I,PT001C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 	: 	: 
DE3008I,PT001K1	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PT002C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	: 
DE3008I,PT002K1	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PT003C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	: 
DE3008I,PT004C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	: 
DE3008I,PT005C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	: 
DE3008I,PT006C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	: 
DE3008I,PT007C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	: 
DE3008I,PT008C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	: 	: 
DE3008I,PT009C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PT010C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PT011C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PT012C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PT013C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PT014C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PT015C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PT016C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PT017C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PT018C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PT019C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PT501C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PT502C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PT503C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PT504C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PT505C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,PT508C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 	: 	12 	11 	12 	11 	11 	11 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,RO001C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 	: 	: 	: 
DE3008I,RO002C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 	: 	: 	: 
DE3008I,RO003C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	: 	: 
DE3008I,RO004C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	: 	: 
DE3008I,RO005C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8 	: 	: 	: 
DE3008I,RO006C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 	: 	: 	: 
DE3008I,RO007C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	: 	: 	: 
DE3008I,RO008C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 	: 	: 	: 
DE3008I,RO009C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	: 	: 
DE3008I,RO010C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	: 	: 
DE3008I,RO011C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	: 	: 	: 
DE3008I,RO012C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	: 	: 
DE3008I,RO013C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	: 	: 
DE3008I,RO014C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	: 	: 	: 
DE3008I,SE	: 	: 	15 	15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,SE001C1	: 	: 	13 	13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19 	: 
DE3008I,SE001K1	: 	: 	13 	13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,SE002C1	: 	: 	13 	13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16 	: 	: 
DE3008I,SE003C1	: 	: 	14 	14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19 	: 	: 
DE3008I,SE004C1	: 	: 	13 	13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,SE005C1	: 	: 	11 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,SE006C1	: 	: 	12 	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,SE007C1	: 	: 	12 	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,SE008C1	: 	: 	14 	14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,SE501C1	: 	: 	14 	14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,SE502C1	: 	: 	14 	14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,SE503C1	: 	: 	15 	15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,SE504C1	: 	: 	12 	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,SE505C1	: 	: 	15 	15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,SI	: 	: 	13 	: 	: 	12 d	: 	: 	: 	15 d	: 	: 	11 	: 	: 	: 	: 	: 	12 	12 	12 	: 	: 	11 	10 	: 	: 	: 	: 	: 	: 	: 
DE3008I,SI001C1	: 	: 	14 	: 	: 	13 d	: 	: 	: 	16 d	: 	: 	: 	: 	: 	: 	: 	: 	15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,SI002C1	: 	: 	15 	: 	: 	14 d	: 	: 	: 	17 d	: 	: 	: 	: 	: 	: 	: 	: 	17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 	: 	: 	: 	: 	: 	: 	: 	: 	11 	8 	10 	9 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,SK001C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14 	: 	: 	: 	: 	14 	: 	: 	: 	: 	13 	: 	: 
DE3008I,SK002C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13 	: 	: 	: 	: 	4 	: 	: 	: 	: 	11 	: 	: 
DE3008I,SK003C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 	: 	: 	: 	: 	13 	: 	: 	: 	: 	13 	: 	: 
DE3008I,SK004C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14 	: 	: 	: 	: 	13 	: 	: 	: 	: 	12 	: 	: 
DE3008I,SK005C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,SK006C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,SK007C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3008I,SK008C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
