indic_ur,cities\time	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 
SA1005V,UK033C1	: 	: 	11750 	11400 	: 	: 	: 	: 	: 	10610 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK034C1	: 	: 	19630 	19530 	: 	: 	: 	: 	: 	18810 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK035C1	: 	: 	7050 	6980 	: 	: 	: 	: 	: 	6510 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK038C1	: 	: 	5970 	5940 	: 	: 	: 	: 	: 	5750 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK040C1	: 	: 	12350 	12230 	: 	: 	: 	: 	: 	11930 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK041C1	: 	: 	6710 	6480 	: 	: 	: 	: 	: 	5700 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK043C1	: 	: 	6050 	5960 	: 	: 	: 	: 	: 	5520 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK044C1	: 	: 	7020 	6940 	: 	: 	: 	: 	: 	6740 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK045C1	: 	: 	17600 	17480 	: 	: 	: 	: 	: 	16590 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK046C1	: 	: 	4500 	4450 	: 	: 	: 	: 	: 	4230 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK047C1	: 	: 	6060 	6050 	: 	: 	: 	: 	: 	5890 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK050C1	: 	: 	3720 	3560 	: 	: 	: 	: 	: 	3420 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK051C1	: 	: 	6990 	6980 	: 	: 	: 	: 	: 	6490 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK052C1	: 	: 	11090 	11040 	: 	: 	: 	: 	: 	9940 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK053C1	: 	: 	5650 	5640 	: 	: 	: 	: 	: 	5440 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK054C1	: 	: 	5010 	4910 	: 	: 	: 	: 	: 	4810 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK055C1	: 	: 	18980 	18850 	: 	: 	: 	: 	: 	18180 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK056C1	: 	: 	16890 	16780 	: 	: 	: 	: 	: 	16490 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK057C1	: 	: 	3320 	3300 	: 	: 	: 	: 	: 	3260 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK059C1	: 	: 	5880 	5800 	: 	: 	: 	: 	: 	5490 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK060C1	: 	: 	4350 	4400 	: 	: 	: 	: 	: 	4290 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK061C1	: 	: 	9690 	9480 	: 	: 	: 	: 	: 	8950 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK062C1	: 	: 	6510 	6330 	: 	: 	: 	: 	: 	6120 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK101C1	: 	: 	6930 	6730 	: 	: 	: 	: 	: 	5990 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK102C1	: 	: 	23630 	23110 	: 	: 	: 	: 	: 	21400 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK103C1	: 	: 	70700 	69110 	: 	: 	: 	: 	: 	59890 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK104C1	: 	: 	25140 	24600 	: 	: 	: 	: 	: 	22780 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK105C1	: 	: 	70120 	68970 	: 	: 	: 	: 	: 	59790 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK106C1	: 	: 	43720 	43200 	: 	: 	: 	: 	: 	40320 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK107C1	: 	: 	94110 	93040 	: 	: 	: 	: 	: 	87960 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK108C1	: 	: 	60830 	59230 	: 	: 	: 	: 	: 	52430 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK109C1	: 	: 	66700 	65400 	: 	: 	: 	: 	: 	59880 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK110C1	: 	: 	49400 	48800 	: 	: 	: 	: 	: 	46200 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK111C1	: 	: 	59020 	57280 	: 	: 	: 	: 	: 	48400 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK112C1	: 	: 	91990 	90750 	: 	: 	: 	: 	: 	79790 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK113C1	: 	: 	65170 	64360 	: 	: 	: 	: 	: 	59540 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK114C1	: 	: 	67150 	66440 	: 	: 	: 	: 	: 	62070 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK115C1	: 	: 	31310 	30790 	: 	: 	: 	: 	: 	27240 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK116C1	: 	: 	24980 	24800 	: 	: 	: 	: 	: 	21890 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK117C1	: 	: 	33860 	33040 	: 	: 	: 	: 	: 	29280 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK118C1	: 	: 	46440 	45500 	: 	: 	: 	: 	: 	41080 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK119C1	: 	: 	89230 	88920 	: 	: 	: 	: 	: 	81010 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK120C1	: 	: 	72570 	72440 	: 	: 	: 	: 	: 	70620 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK121C1	: 	: 	26240 	25820 	: 	: 	: 	: 	: 	24030 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK122C1	: 	: 	106500 	105060 	: 	: 	: 	: 	: 	98420 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK123C1	: 	: 	72390 	70790 	: 	: 	: 	: 	: 	63180 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK124C1	: 	: 	33660 	33070 	: 	: 	: 	: 	: 	30750 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK125C1	: 	: 	60460 	57940 	: 	: 	: 	: 	: 	49940 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK126C1	: 	: 	34760 	34170 	: 	: 	: 	: 	: 	32460 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK127C1	: 	: 	34600 	34370 	: 	: 	: 	: 	: 	32540 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK128C1	: 	: 	105870 	102230 	: 	: 	: 	: 	: 	93980 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK129C1	: 	: 	30490 	29880 	: 	: 	: 	: 	: 	28300 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK130C1	: 	: 	111800 	109200 	: 	: 	: 	: 	: 	93920 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK131C1	: 	: 	46850 	45750 	: 	: 	: 	: 	: 	41780 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK132C1	: 	: 	99840 	98090 	: 	: 	: 	: 	: 	90530 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK133C1	: 	: 	112330 	111280 	: 	: 	: 	: 	: 	107690 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK501C1	: 	: 	24970 	24310 	: 	: 	: 	: 	: 	21800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK502C1	: 	: 	: 	50046 	: 	: 	: 	: 	: 	49592 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK503C1	: 	: 	17440 	17180 	: 	: 	: 	: 	: 	16880 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK504C1	: 	: 	19770 	19630 	: 	: 	: 	: 	: 	18220 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK505C1	: 	: 	13760 	13660 	: 	: 	: 	: 	: 	13380 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK506C1	: 	: 	10780 	10490 	: 	: 	: 	: 	: 	9850 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK507C1	: 	: 	20820 	20610 	: 	: 	: 	: 	: 	19900 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK508C1	: 	: 	26210 	26140 	: 	: 	: 	: 	: 	25240 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK509C1	: 	: 	25950 	25670 	: 	: 	: 	: 	: 	24270 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK510C1	: 	: 	18980 	18590 	: 	: 	: 	: 	: 	17610 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK511C1	: 	: 	17560 	17390 	: 	: 	: 	: 	: 	16810 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK512C1	: 	: 	20320 	20070 	: 	: 	: 	: 	: 	18910 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK513C1	: 	: 	19040 	18600 	: 	: 	: 	: 	: 	16940 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK514C1	: 	: 	12460 	12350 	: 	: 	: 	: 	: 	11740 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK515C1	: 	: 	66550 	66170 	: 	: 	: 	: 	: 	63160 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK515K1	: 	: 	72910 	72510 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK516C1	: 	: 	33230 	32620 	: 	: 	: 	: 	: 	30960 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK517C1	: 	: 	19690 	19410 	: 	: 	: 	: 	: 	18080 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK518C1	: 	: 	17000 	16630 	: 	: 	: 	: 	: 	15390 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK519C1	: 	: 	8430 	8380 	: 	: 	: 	: 	: 	8030 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK520C1	: 	: 	45130 	44370 	: 	: 	: 	: 	: 	40360 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK520K1	: 	: 	54280 	53330 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK521C1	: 	: 	12210 	12150 	: 	: 	: 	: 	: 	12120 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK522C1	: 	: 	34030 	32960 	36062 	34293 	: 	: 	: 	31050 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK523C1	: 	: 	15340 	15330 	: 	: 	: 	: 	: 	14910 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK524C1	: 	: 	20380 	19630 	: 	: 	: 	: 	: 	18810 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK525C1	: 	: 	19860 	19310 	: 	: 	: 	: 	: 	16460 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK526C1	: 	: 	13260 	13350 	: 	: 	: 	: 	: 	13210 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK527C1	: 	: 	16860 	16620 	: 	: 	: 	: 	: 	15940 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK528C1	: 	: 	17490 	17250 	: 	: 	: 	: 	: 	16290 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK529C1	: 	: 	24010 	23900 	: 	: 	: 	: 	: 	23500 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK530C1	: 	: 	21390 	21340 	: 	: 	: 	: 	: 	21810 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK531C1	: 	: 	11140 	11040 	: 	: 	: 	: 	: 	10170 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK532C1	: 	: 	19490 	19130 	: 	: 	: 	: 	: 	16930 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK533C1	: 	: 	17360 	16380 	: 	: 	: 	: 	: 	14400 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK534C1	: 	: 	12260 	12230 	: 	: 	: 	: 	: 	11410 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK535C1	: 	: 	17980 	17580 	: 	: 	: 	: 	: 	15840 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK536C1	: 	: 	9820 	9790 	: 	: 	: 	: 	: 	9570 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK537C1	: 	: 	7710 	7690 	: 	: 	: 	: 	: 	7260 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK538C1	: 	: 	14430 	14310 	: 	: 	: 	: 	: 	12690 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK539C1	: 	: 	45280 	44140 	43477 	43119 	: 	: 	: 	41370 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK539K1	: 	: 	64760 	63400 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK540C1	: 	: 	14460 	14110 	: 	: 	: 	: 	: 	12880 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK541C1	: 	: 	29660 	29490 	: 	: 	: 	: 	: 	28230 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK541K1	: 	: 	33390 	33150 	: 	: 	: 	: 	: 	31530 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK542C1	: 	: 	8060 	8010 	: 	: 	: 	: 	: 	7050 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK543C1	: 	: 	8680 	8710 	: 	: 	: 	: 	: 	8940 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK544C1	: 	: 	14310 	14050 	: 	: 	: 	: 	: 	12580 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK545C1	: 	: 	13870 	13490 	: 	: 	: 	: 	: 	12240 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK546C1	: 	: 	17360 	16960 	: 	: 	: 	: 	: 	15530 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK547C1	: 	: 	16500 	16500 	: 	: 	: 	: 	: 	16450 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK548C1	: 	: 	11770 	11620 	: 	: 	: 	: 	: 	10550 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK549C1	: 	: 	13560 	13160 	: 	: 	: 	: 	: 	11530 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK550C1	: 	: 	: 	37594 	: 	: 	: 	: 	: 	39007 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK551C1	: 	: 	: 	22239 	: 	: 	: 	: 	: 	22247 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK552C1	: 	: 	24540 	23850 	: 	: 	: 	: 	: 	20570 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK552K1	: 	: 	32490 	31470 	: 	: 	: 	: 	: 	27140 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK553C1	: 	: 	17610 	17580 	: 	: 	: 	: 	: 	17570 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK553K1	: 	: 	23520 	23430 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK554C1	: 	: 	12290 	11960 	: 	: 	: 	: 	: 	10500 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK555C1	: 	: 	19480 	19260 	18994 	18899 	: 	: 	: 	18660 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK556C1	: 	: 	14690 	14320 	: 	: 	: 	: 	: 	13010 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK557C1	: 	: 	7210 	7170 	: 	: 	: 	: 	: 	6890 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK558C1	: 	: 	12590 	12270 	: 	: 	: 	: 	: 	11180 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK559C1	: 	: 	8920 	8890 	: 	: 	: 	: 	: 	8070 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK560C1	: 	: 	21090 	20920 	: 	: 	: 	: 	: 	19470 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK561C1	: 	: 	21570 	21450 	: 	: 	: 	: 	: 	20500 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA1005V,UK562C1	: 	: 	12430 	12280 	: 	: 	: 	: 	: 	11360 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
