indic_ur,cities\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
TE2028V,DE543C1	28042 e	28409 e	29595 e	27412 e	29371 e	30738 e	29694 e	26200 e	27400 e	27200 e	37700 e	38600 e	38900 e	38600 e	38400 e	: 	: 	: 	42400 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,DE544C1	31370 e	33070 e	33324 e	34012 e	33854 e	34293 e	31412 e	31300 e	31100 e	31500 e	38200 e	39200 e	40200 e	40200 e	40700 e	: 	: 	: 	40700 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,DE545C1	24133 e	24872 e	26036 e	28045 e	25400 e	25439 e	23768 e	23600 e	24700 e	24600 e	30700 e	31300 e	32700 e	32000 e	31100 e	: 	: 	: 	30900 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,DE546C1	99032 e	101255 e	98666 e	98597 e	102272 e	101538 e	99272 e	97800 e	99600 e	98600 e	111200 e	114300 e	116900 e	118000 e	118100 e	125000 e	: 	: 	122800 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,DE547C1	25293 e	27510 e	30306 e	30767 e	30746 e	29793 e	26884 e	25900 e	27100 e	28600 e	39800 e	39700 e	39900 e	39400 e	38100 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,DE548C1	27087 e	26904 e	26162 e	25612 e	25515 e	24688 e	22615 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,DE549C1	23869 e	23590 e	22591 e	22978 e	23874 e	25249 e	25378 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,DK	: 	: 	: 	: 	: 	: 	: 	1233139 	1248905 	1267704 	: 	: 	: 	: 	: 	1725285 	: 	: 	1723623 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,DK001C1	: 	: 	: 	: 	: 	: 	: 	99695 	100553 	101987 	: 	: 	: 	: 	: 	167667 	: 	: 	182912 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,DK001K2	: 	: 	: 	: 	: 	: 	: 	235330 	237855 	241520 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,DK002C1	: 	: 	: 	: 	: 	: 	: 	: 	58449 	59647 	: 	: 	: 	: 	: 	100567 	: 	: 	105119 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,DK003C1	: 	: 	: 	: 	: 	: 	: 	39047 	39575 	40262 	: 	: 	: 	: 	: 	63536 	: 	: 	66576 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,DK004C2	: 	: 	: 	: 	: 	: 	: 	42774 	43085 	43524 	: 	: 	: 	: 	: 	57132 	: 	: 	58587 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,EE	: 	338809 	339341 	344758 b	363200 	363900 b	: 	: 	351070 b	: 	: 	468200 	: 	: 	: 	493400 	: 	: 	500800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,EE001C1	98638 	99588 	99441 	99958 b	102500 	101200 b	: 	: 	96370 b	: 	: 	129100 	: 	: 	: 	149100 	: 	: 	144600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,EE002C1	19977 	20463 b	19658 	20346 b	25100 	23800 b	: 	: 	22129 b	: 	: 	30000 	: 	: 	: 	33300 	: 	: 	40000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,EE003C1	16323 	17305 	17776 	18320 b	22300 	20900 b	: 	: 	17625 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,EL	: 	: 	: 	: 	: 	: 	: 	: 	2410570 	: 	3467230 	3418245 	3368216 	3314495 	3259888 	3203182 	: 	: 	2861260 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,EL001C1	: 	: 	: 	: 	: 	: 	: 	: 	172524 	: 	275801 	275471 	274925 	274161 	273437 	272289 	: 	: 	260472 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,EL001K1	: 	: 	: 	: 	: 	: 	: 	: 	682925 	: 	1031729 	1024276 	1015669 	1005872 	995834 	983939 	: 	: 	918876 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,EL002C1	: 	: 	: 	: 	: 	: 	: 	: 	70519 	: 	127491 	128590 	129701 	130634 	131532 	132972 	: 	: 	129789 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,EL003C1	: 	: 	: 	: 	: 	: 	: 	: 	38514 	: 	64802 	63746 	62726 	61627 	60482 	59251 	: 	: 	53729 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,EL004C1	: 	: 	: 	: 	: 	: 	: 	: 	33188 	: 	49201 	48222 	47295 	46380 	45461 	44590 	: 	: 	39314 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,EL005C1	: 	: 	: 	: 	: 	: 	: 	: 	32885 	: 	47387 	46653 	45926 	45103 	44270 	43321 	: 	: 	37938 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,EL006C1	: 	: 	: 	: 	: 	: 	: 	: 	19531 	: 	27832 	27561 	27308 	26990 	26672 	26379 	: 	: 	23828 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,EL007C1	: 	: 	: 	: 	: 	: 	: 	: 	16313 	: 	29269 	28425 	27582 	26692 	25821 	25296 	: 	: 	22835 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,EL008C1	: 	: 	: 	: 	: 	: 	: 	: 	13774 	: 	20750 	20613 	20480 	20324 	20144 	19875 	: 	: 	18196 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,EL009C1	: 	: 	: 	: 	: 	: 	: 	: 	14855 	: 	: 	: 	23161 	22288 	21502 	20764 	: 	: 	17046 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES	: 	5703014 	: 	: 	: 	: 	: 	: 	5701753 	: 	: 	: 	: 	: 	: 	6489300 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES001C1	: 	404890 	: 	: 	: 	: 	: 	: 	432262 e	: 	: 	: 	: 	: 	: 	612145 e	: 	: 	573275 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES001K1	: 	644407 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES002C1	: 	203093 	: 	: 	: 	: 	: 	: 	207749 e	: 	: 	: 	: 	: 	: 	342561 e	: 	: 	306855 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES002K2	: 	487009 	: 	: 	: 	: 	: 	: 	411321 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES003C1	: 	91831 	: 	: 	: 	: 	: 	: 	103275 e	: 	: 	: 	: 	: 	: 	182350 e	: 	: 	146008 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES003K1	: 	166645 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES004C1	: 	79522 	: 	: 	: 	: 	: 	: 	79697 e	: 	: 	: 	: 	: 	: 	120849 e	: 	: 	122496 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES004K1	: 	103086 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES005C1	: 	85136 	: 	: 	: 	: 	: 	: 	94535 	: 	: 	: 	: 	: 	: 	146108 e	: 	: 	122828 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES006C1	: 	63080 	: 	: 	: 	: 	: 	: 	66792 e	: 	: 	: 	: 	: 	: 	96831 e	: 	: 	90427 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES007C1	: 	52095 	: 	: 	: 	: 	: 	: 	53557 e	: 	: 	: 	: 	: 	: 	76777 e	: 	: 	62472 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES008C1	: 	50230 	: 	: 	: 	: 	: 	: 	50747 e	: 	: 	: 	: 	: 	: 	79256 e	: 	: 	67851 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES009C1	: 	34525 	: 	: 	: 	: 	: 	: 	39028 e	: 	: 	: 	: 	: 	: 	65863 e	: 	: 	62555 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES010C1	: 	65690 	: 	: 	: 	: 	: 	: 	64017 e	: 	: 	: 	: 	: 	: 	75412 e	: 	: 	61050 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES011C1	: 	10513 	: 	: 	: 	: 	: 	: 	10401 e	: 	: 	: 	: 	: 	: 	22109 e	: 	: 	18470 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES012C1	: 	28243 	: 	: 	: 	: 	: 	: 	28951 e	: 	: 	: 	: 	: 	: 	49411 e	: 	: 	49523 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES013C1	: 	30106 	: 	: 	: 	: 	: 	: 	33483 e	: 	: 	: 	: 	: 	: 	39302 e	: 	: 	41717 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES014C1	: 	20128 	: 	: 	: 	: 	: 	: 	24022 e	: 	: 	: 	: 	: 	: 	43052 e	: 	: 	39151 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES014K1	: 	35634 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES015C1	: 	22241 	: 	: 	: 	: 	: 	: 	25117 e	: 	: 	: 	: 	: 	: 	42938 e	: 	: 	38622 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES016C1	: 	9820 	: 	: 	: 	: 	: 	: 	11277 e	: 	: 	: 	: 	: 	: 	14177 e	: 	: 	12707 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES017C1	: 	17641 	: 	: 	: 	: 	: 	: 	18291 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	22333 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES018C1	: 	22674 	: 	: 	: 	: 	: 	: 	20732 e	: 	: 	: 	: 	: 	: 	28727 e	: 	: 	29899 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES019C1	: 	41838 	: 	: 	: 	: 	: 	: 	44529 e	: 	: 	: 	: 	: 	: 	66863 e	: 	: 	70702 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES019K2	: 	96831 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES020C1	: 	40586 	: 	: 	: 	: 	: 	: 	36218 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	51186 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES021C1	: 	45577 	: 	: 	: 	: 	: 	: 	46171 e	: 	: 	: 	: 	: 	: 	71699 e	: 	: 	52412 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES022C1	: 	34918 	: 	: 	: 	: 	: 	: 	39207 e	: 	: 	: 	: 	: 	: 	62799 e	: 	: 	58111 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES023C1	: 	37837 	: 	: 	: 	: 	: 	: 	39420 e	: 	: 	: 	: 	: 	: 	53471 e	: 	: 	56476 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES024C1	: 	38653 	: 	: 	: 	: 	: 	: 	35711 e	: 	: 	: 	: 	: 	: 	49625 e	: 	: 	44548 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES025C1	: 	26717 	: 	: 	: 	: 	: 	: 	28276 e	: 	: 	: 	: 	: 	: 	41118 e	: 	: 	34031 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES025K1	: 	46142 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES026C1	: 	31491 	: 	: 	: 	: 	: 	: 	33615 e	: 	: 	: 	: 	: 	: 	62196 e	: 	: 	51999 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES027C1	: 	14024 	: 	: 	: 	: 	: 	: 	12446 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES028C1	: 	11828 	: 	: 	: 	: 	: 	: 	12328 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES029C1	: 	12137 	: 	: 	: 	: 	: 	: 	11855 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES030C1	: 	18476 	: 	: 	: 	: 	: 	: 	18974 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES031C1	: 	12104 	: 	: 	: 	: 	: 	: 	12521 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES032C1	: 	13267 	: 	: 	: 	: 	: 	: 	12942 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES033C1	: 	13491 	: 	: 	: 	: 	: 	: 	12033 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES034C1	: 	10475 	: 	: 	: 	: 	: 	: 	10474 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES035C1	: 	9730 	: 	: 	: 	: 	: 	: 	12676 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES036C1	: 	7283 	: 	: 	: 	: 	: 	: 	7796 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES037C1	: 	10707 	: 	: 	: 	: 	: 	: 	11113 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES038C1	: 	13159 	: 	: 	: 	: 	: 	: 	15548 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES039C1	: 	10330 	: 	: 	: 	: 	: 	: 	11969 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES040C1	: 	8984 	: 	: 	: 	: 	: 	: 	10126 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES041C1	: 	8884 	: 	: 	: 	: 	: 	: 	9696 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES042C1	: 	12412 	: 	: 	: 	: 	: 	: 	10973 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES043C1	: 	8312 	: 	: 	: 	: 	: 	: 	9768 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES044C1	: 	9545 	: 	: 	: 	: 	: 	: 	9752 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES045C1	: 	8768 	: 	: 	: 	: 	: 	: 	9274 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES046C1	: 	8938 	: 	: 	: 	: 	: 	: 	11725 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES047C1	: 	9862 	: 	: 	: 	: 	: 	: 	10480 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES048C1	: 	11128 	: 	: 	: 	: 	: 	: 	11000 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES049C1	: 	8619 	: 	: 	: 	: 	: 	: 	9526 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES050C1	: 	9131 	: 	: 	: 	: 	: 	: 	9649 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES051C1	: 	7590 	: 	: 	: 	: 	: 	: 	8931 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES052C1	: 	10995 	: 	: 	: 	: 	: 	: 	9891 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES053C1	: 	8108 	: 	: 	: 	: 	: 	: 	8919 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES054C1	: 	7484 	: 	: 	: 	: 	: 	: 	8917 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES055C1	: 	8365 	: 	: 	: 	: 	: 	: 	8312 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES056C1	: 	9769 	: 	: 	: 	: 	: 	: 	8616 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES057C1	: 	7911 	: 	: 	: 	: 	: 	: 	8912 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES058C1	: 	12810 	: 	: 	: 	: 	: 	: 	11164 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES059C1	: 	6978 	: 	: 	: 	: 	: 	: 	7798 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES060C1	: 	10964 	: 	: 	: 	: 	: 	: 	10029 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES061C1	: 	7794 	: 	: 	: 	: 	: 	: 	7295 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES062C1	: 	5872 	: 	: 	: 	: 	: 	: 	5080 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES063C1	: 	9122 	: 	: 	: 	: 	: 	: 	7934 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES064C1	: 	9305 	: 	: 	: 	: 	: 	: 	8632 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES065C1	: 	7607 	: 	: 	: 	: 	: 	: 	7221 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES066C1	: 	12153 	: 	: 	: 	: 	: 	: 	11548 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES067C1	: 	7382 	: 	: 	: 	: 	: 	: 	8406 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES068C1	: 	8666 	: 	: 	: 	: 	: 	: 	8893 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES069C1	: 	10371 	: 	: 	: 	: 	: 	: 	8872 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES070C1	: 	8687 	: 	: 	: 	: 	: 	: 	8619 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES071C1	: 	9060 	: 	: 	: 	: 	: 	: 	8415 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES072C1	: 	8888 	: 	: 	: 	: 	: 	: 	8040 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES073C1	: 	5044 	: 	: 	: 	: 	: 	: 	5234 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES073K1	: 	8602 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES074C1	: 	9668 	: 	: 	: 	: 	: 	: 	8641 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES075C1	: 	6793 	: 	: 	: 	: 	: 	: 	6887 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES501C1	: 	23745 	: 	: 	: 	: 	: 	: 	24487 e	: 	: 	: 	: 	: 	: 	45018 e	: 	: 	42819 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES501K1	: 	44920 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES503C1	: 	29809 	: 	: 	: 	: 	: 	: 	27647 e	: 	: 	: 	: 	: 	: 	38037 e	: 	: 	34118 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES504C1	: 	29003 	: 	: 	: 	: 	: 	: 	32406 e	: 	: 	: 	: 	: 	: 	43798 e	: 	: 	41028 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES505C1	: 	27099 	: 	: 	: 	: 	: 	: 	25888 e	: 	: 	: 	: 	: 	: 	36769 e	: 	: 	26876 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES506C1	: 	41162 	: 	: 	: 	: 	: 	: 	25764 e	: 	: 	: 	: 	: 	: 	40835 e	: 	: 	33227 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES507C1	: 	27729 	: 	: 	: 	: 	: 	: 	26711 e	: 	: 	: 	: 	: 	: 	35239 e	: 	: 	31544 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES508C1	: 	25378 	: 	: 	: 	: 	: 	: 	22516 e	: 	: 	: 	: 	: 	: 	31697 e	: 	: 	29349 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES509C1	: 	28058 	: 	: 	: 	: 	: 	: 	27793 e	: 	: 	: 	: 	: 	: 	35360 e	: 	: 	33123 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES510C1	: 	19534 	: 	: 	: 	: 	: 	: 	22900 e	: 	: 	: 	: 	: 	: 	45710 e	: 	: 	40141 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES511C1	: 	28277 	: 	: 	: 	: 	: 	: 	30985 e	: 	: 	: 	: 	: 	: 	36538 e	: 	: 	34227 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES512C1	: 	28319 	: 	: 	: 	: 	: 	: 	25093 e	: 	: 	: 	: 	: 	: 	32559 e	: 	: 	29152 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES513C1	: 	24773 	: 	: 	: 	: 	: 	: 	25347 e	: 	: 	: 	: 	: 	: 	35018 e	: 	: 	32803 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES514C1	: 	21048 	: 	: 	: 	: 	: 	: 	20190 e	: 	: 	: 	: 	: 	: 	36394 e	: 	: 	26769 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES515C1	: 	18630 	: 	: 	: 	: 	: 	: 	23685 e	: 	: 	: 	: 	: 	: 	43279 e	: 	: 	36686 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE2028V,ES516C1	: 	14283 	: 	: 	: 	: 	: 	: 	17074 e	: 	: 	: 	: 	: 	: 	28346 e	: 	: 	25663 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
