indic_ur,cities\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
TE1026I,UK033C1	: 	115 	109 b	102 	99 	91 	91 	97 b	103 b	99 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK101C1	: 	131 	139 b	102 	108 	113 	109 	107 b	119 b	106 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK103C1	: 	50 	50 b	50 	46 	49 	52 	57 b	57 b	56 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK104C1	: 	3 	3 b	3 	3 	3 	3 	4 b	4 b	4 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK107C1	: 	319 	320 b	327 	332 	300 	291 	310 b	298 b	297 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK109C1	: 	31 	30 b	30 	31 	26 	26 	26 b	24 b	26 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK111C1	: 	79 	83 b	86 	89 	83 	85 	89 b	90 b	89 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK112C1	: 	5 	5 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK117C1	: 	46 	44 b	47 	46 	49 	54 	57 b	59 b	61 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK119C1	: 	127 	135 b	138 	144 	145 	148 	181 b	170 b	176 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK120C1	: 	3 	4 b	5 	6 	7 	8 	8 b	8 b	8 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK121C1	: 	101 	112 b	119 	128 	127 	134 	145 b	153 b	151 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK123C1	: 	33 	31 b	28 	28 	27 	28 	28 b	27 b	26 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK125C1	: 	37 	38 b	40 	48 	52 	60 	71 b	75 b	84 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK127C1	: 	27 	28 b	28 	27 	25 	24 	24 b	23 b	22 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK128C1	: 	56 	59 b	57 	58 	49 	53 	55 b	59 b	62 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK130C1	: 	64 	62 b	57 	55 	55 	56 	56 b	57 b	58 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK132C1	: 	52 	47 b	47 	42 	37 	38 	38 b	37 b	37 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK133C1	: 	351 	350 b	336 	344 	325 	324 	331 b	328 b	329 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK501C1	: 	42 	42 b	44 	45 	42 	43 	43 b	39 b	38 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK510C1	: 	51 	47 b	47 	49 	53 	48 	45 b	44 b	42 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK511C1	: 	23 	23 b	22 	23 	18 	19 	21 b	22 b	21 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK515C1	: 	136 	133 b	126 	121 	115 	113 	113 b	104 b	103 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK516C1	: 	94 	97 b	101 	112 	94 	95 	98 b	103 b	98 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK517C1	: 	84 	79 b	72 	66 	54 	53 	74 b	73 b	72 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK518C1	: 	72 	69 b	64 	63 	55 	55 	56 b	55 b	57 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK520C1	: 	139 	144 b	144 	142 	139 	138 	143 b	135 b	136 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK522C1	: 	80 	80 b	83 	78 	73 	75 	83 b	79 b	80 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK525C1	: 	440 	456 b	481 	508 	503 	533 	551 b	498 b	494 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK528C1	: 	53 	57 b	58 	60 	49 	51 	50 b	49 b	46 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK532C1	: 	60 	65 b	67 	74 	78 	87 	89 b	75 b	69 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK533C1	: 	120 	115 b	111 	114 	105 	102 	106 b	100 b	95 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK540C1	: 	52 	51 b	49 	51 	39 	37 	37 b	33 b	32 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK542C1	: 	30 	31 b	32 	30 	13 	13 	12 b	10 b	9 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK544C1	: 	138 	131 b	125 	120 	106 	106 	99 b	89 b	85 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK546C1	: 	77 	77 b	74 	79 	71 	73 	75 b	71 b	69 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK550C1	: 	129 	130 	128 	131 	126 	131 	134 b	135 b	130 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK555C1	: 	: 	: 	148 	141 	118 	116 	115 b	111 b	109 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK558C1	: 	: 	: 	: 	: 	: 	38 	42 b	42 b	38 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK559C1	: 	131 	132 b	133 	129 	85 	90 	104 b	95 b	96 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK560C1	: 	272 	274 b	266 	274 	228 	229 	234 b	229 b	233 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK562C1	: 	162 	171 b	173 	182 	154 	155 	160 b	150 b	146 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK565C1	: 	84 	82 b	79 	76 	75 	78 	77 b	77 b	68 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK566C1	: 	143 	138 b	130 	131 	128 	127 	125 b	120 b	113 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK568C2	: 	45 	45 b	45 	45 	38 	35 	33 b	32 b	30 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK569C1	: 	39 	37 b	37 	37 	28 	28 	28 b	24 b	22 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK571C1	: 	72 	73 b	67 	67 	62 	67 	72 b	74 b	76 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK575C1	: 	70 	80 b	81 	84 	68 	68 	71 b	77 b	75 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026I,UK585C1	: 	93 	90 	89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,AT	: 	: 	: 	: 	: 	422213 	422778 b	: 	: 	: 	332624 	292145 	272003 	259605 	250093 	244410 	: 	: 	264669 	261229 	252893 	247498 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,AT001C1	: 	: 	: 	: 	: 	173463 	173625 b	: 	: 	: 	179798 	158548 	152860 	143233 	138321 	123703 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,AT002C1	: 	: 	: 	: 	: 	55563 	55304 b	: 	: 	: 	49963 	45547 	43202 	39724 	39676 	35778 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,AT003C1	: 	: 	: 	: 	: 	27711 	27813 b	: 	: 	: 	23206 	19516 	18011 	16286 	15892 	12660 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,AT004C1	: 	: 	: 	: 	: 	20765 	21444 b	: 	: 	: 	19914 	16788 	15770 	15179 	13911 	13103 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,AT005C1	: 	: 	: 	: 	: 	36395 	35975 b	: 	: 	: 	32683 	28826 	27749 	26053 	25492 	24033 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,AT006C1	: 	: 	: 	: 	: 	13160 	13453 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	362475 	341373 	335116 	331797 	326981 	: 	: 	: 	359265 	355748 	351788 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,BE001C1	111696 	: 	107422 	106866 	103456 	100225 	101242 	: 	88393 	88895 	78421 	77710 	76757 	77613 	76604 	: 	: 	69598 	: 	: 	: 	: 	: 	68470 	: 	: 	: 	: 	: 	: 
TE1026V,BE002C1	50076 	: 	52661 	45764 	45354 	43449 	: 	: 	43704 	36932 	35089 	32714 	31500 	30639 	30064 	: 	: 	27897 	: 	: 	: 	: 	: 	25932 	: 	: 	: 	: 	: 	: 
TE1026V,BE003C1	81627 	: 	85382 	81114 	80956 	79485 	: 	: 	79040 	67871 	61934 	56365 	53816 	52004 	50475 	: 	: 	47109 	: 	: 	: 	: 	: 	41892 	: 	: 	: 	: 	: 	: 
TE1026V,BE004C1	6089 	: 	6132 	5556 	5285 	5199 	: 	: 	4678 	4531 	4498 	4439 	4414 	4349 	4297 	: 	: 	4436 	: 	: 	: 	: 	: 	4200 	: 	: 	: 	: 	3214 	: 
TE1026V,BE005C1	44722 	: 	43513 	42340 	41184 	40491 	: 	: 	38422 	37417 	34927 	34040 	34064 	33961 	33677 	: 	: 	27605 	: 	: 	: 	: 	: 	29432 	: 	: 	: 	: 	23366 	: 
TE1026V,BE006C1	7230 	: 	7391 	6900 	6649 	6603 	: 	: 	7244 	5694 	5085 	3503 	3378 	3179 	3144 	: 	: 	3609 	: 	: 	: 	: 	: 	3676 	: 	: 	: 	: 	: 	: 
TE1026V,BE007C1	16261 	: 	15878 	14948 	14926 	14453 	: 	: 	13202 	12463 	11890 	11491 	11442 	11044 	10944 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,BE008C1	53601 	: 	56989 	53660 	54830 	54482 	: 	: 	47464 	44781 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,BE009C1	17032 	: 	14111 	14521 	13878 	14066 	: 	: 	13503 	13407 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,BE010C1	13956 	: 	11302 	10755 	10452 	10281 	: 	: 	8977 	8426 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,BE011C1	262 	: 	830 	906 	859 	816 	: 	: 	689 	646 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,BG	229464 	236335 	249937 	266707 	278953 	283294 	283959 	284995 	285265 	287086 	274247 	264463 	258692 	243464 	237909 	228468 	: 	: 	247006 	261321 	270077 	260487 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,BG001C1	101155 	101914 	105656 	109757 	112882 	115844 	114793 	113520 	112015 	109320 	105772 	101064 	101999 	100149 	102483 	97852 	: 	: 	101854 	: 	: 	: 	: 	: u	: 	: 	: 	72099 	: 	: 
TE1026V,BG002C1	34707 	35164 	37396 	39310 	41090 	39502 	39705 	42875 	43814 	46216 	43203 	38850 	36118 	30981 	26440 	24684 	: 	: 	24656 	: 	: 	: 	: 	: u	: 	: 	: 	15879 	: 	: 
TE1026V,BG003C1	24624 	25577 	27471 	30692 	31354 	32244 	33181 	34698 	36555 	37705 	33319 	32908 	30956 	31417 	31812 	29719 	: 	: 	28691 	: 	: 	: 	: 	: u	: 	: 	: 	16276 	: 	: 
TE1026V,BG004C1	5971 	6580 	7180 	8247 	9035 	9725 	9828 	11159 	12225 	13363 	13199 	12054 	11515 	10615 	10380 	10214 	: 	: 	10783 	: 	: 	: 	: 	: u	: 	: 	: 	5888 	: 	: 
TE1026V,BG005C1	3007 	2739 	2422 	2208 	1946 	2025 	1718 	1717 	1719 	1672 	1598 	1524 	1182 	1100 	1029 	975 	: 	: 	1260 	: 	: 	: 	: 	: u	: 	: 	: 	3432 	: 	: 
TE1026V,BG006C1	6523 	7073 	7825 	8625 	9671 	10016 	10459 	9226 	9056 	8785 	8250 	8092 	7716 	7810 	7741 	7850 	: 	: 	7163 	: 	: 	: 	: 	: u	: 	: 	: 	6343 	: 	: 
TE1026V,BG007C1	326 	203 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	0 	: 	: 	: 	: 	: u	: 	: 	: 	523 	: 	: 
TE1026V,BG008C1	5094 	5212 	5250 	5439 	5197 	5036 	4945 	5154 	5246 	4969 	4865 	4922 	5219 	4832 	4280 	3908 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,BG009C1	978 	987 	974 	955 	952 	871 	795 	733 	696 	739 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,BG010C1	670 	614 	634 	716 	890 	1093 	1149 	1114 	340 	440 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,BG011C1	6327 	6418 	6276 	7034 	7496 	7480 	7621 	7752 	7876 	8073 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,BG012C1	88 	65 	40 	216 	294 	364 	310 	195 	84 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,BG013C1	803 	771 	791 	796 	872 	827 	733 	551 	534 	476 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,BG014C1	949 	969 	266 	257 	289 	215 	146 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,BG015C1	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,BG016C1	9816 	10318 	11149 	12397 	13422 	13940 	13466 	13762 	13628 	12761 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,BG017C1	12052 	12087 	13596 	14109 	15337 	16314 	16726 	14237 	14319 	14378 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,BG018C1	946 	942 	1033 	867 	774 	661 	605 	429 	343 	238 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,CH	: 	: 	: 	: 	: 	314963 ep	293839 ep	278409 ep	262881 ep	: 	: 	234799 	225865 e	214728 e	206491 e	200765 e	: 	: 	169570 e	: 	: 	: 	: 	150280 e	: 	: 	: 	: 	143259 e	: 
TE1026V,CH001C1	: 	84718 e	80022 e	79590 e	78426 	77505 p	72003 p	70526 p	66032 p	: 	: 	59539 	57955 	57025 	56197 	55417 	: 	: 	47256 	: 	: 	: 	: 	45908 	: 	: 	: 	: 	47003 	: 
TE1026V,CH002C1	: 	25579 e	23418 e	23608 e	23703 	22344 p	20645 p	20275 p	21444 p	: 	: 	18682 	18349 	18433 	18711 	18523 	: 	: 	15891 	: 	: 	: 	: 	14853 	: 	: 	: 	: 	16239 	: 
TE1026V,CH002K1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19221 	: 	: 	16573 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,CH003C1	: 	22781 e	21177 e	22268 e	22073 	21969 p	20453 p	19209 p	18462 p	: 	: 	17667 	17729 	16261 	15191 	14435 	: 	: 	12321 	: 	: 	: 	: 	10465 	: 	: 	: 	: 	9458 	: 
TE1026V,CH004C1	: 	33819 e	34624 e	33413 e	33553 	34203 p	30561 p	30941 p	27706 p	: 	: 	23714 	22903 	22219 	20664 	20628 	: 	: 	17271 	: 	: 	: 	: 	13833 	: 	: 	: 	: 	14027 	: 
TE1026V,CH005C1	: 	37612 e	38969 e	36414 e	36134 	34564 p	31786 p	30134 p	29074 p	: 	: 	24652 	23133 	22708 	22694 	22359 	: 	: 	19426 	: 	: 	: 	: 	17522 	: 	: 	: 	: 	15810 	: 
TE1026V,CH006C1	: 	14627 e	14229 e	13110 e	: 	14351 p	12641 p	11894 p	9735 p	: 	: 	7214 	6439 	5379 	4577 	4446 	: 	: 	3375 	: 	: 	: 	: 	2032 	: 	: 	: 	: 	1608 	: 
TE1026V,CH007C1	: 	15821 e	15490 e	15821 e	15244 	14853 p	14262 p	12013 p	12224 p	: 	: 	10905 	10348 	8463 	6991 	6905 	: 	: 	7054 	: 	: 	: 	: 	6528 	: 	: 	: 	: 	7147 	: 
TE1026V,CH008C1	: 	19198 e	19272 e	19326 e	18151 	18031 p	16694 p	15876 p	14619 p	: 	: 	11378 	10443 	10044 	9367 	8772 	: 	: 	6373 	: 	: 	: 	: 	2812 	: 	: 	: 	: 	1685 	: 
TE1026V,CH009C2	: 	5350 e	5218 e	4800 e	5262 	4673 p	4729 p	4117 p	3874 p	: 	: 	4753 	4408 	4106 	3819 	3561 	: 	: 	2982 	: 	: 	: 	: 	611 	: 	: 	: 	: 	228 	: 
TE1026V,CH010C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1698 	1731 	1809 	1786 	1790 	: 	: 	1658 	: 	: 	: 	: 	1257 	: 	: 	: 	: 	1297 	: 
TE1026V,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20849 	: 	: 	11934 	10414 	10842 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,CY001C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17893 	: 	12126 	10200 	10200 	: 	: 	7227 	: 	7227 	: 	: 	4975 	: 	: 
TE1026V,CZ	: 	: 	299054 	311168 	326528 	: 	: 	: 	392200 	: 	389263 	369653 	348151 	328311 	: 	298196 	: 	: 	260044 	253695 	231224 	215041 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,CZ001C1	: 	: 	123466 	132152 	131503 	: 	: 	: 	144650 	: 	142876 	136520 	127634 	120612 	: 	113601 	: 	: 	96985 	: 	: 	: 	: 	65606 	: 	: 	51807 	: 	: 	: 
TE1026V,CZ002C1	: 	: 	62494 	65849 	68678 	: 	: 	: 	79850 	: 	77330 	73933 	71818 	68229 	: 	62763 	: 	: 	49302 	: 	: 	: 	: 	31120 	: 	: 	29227 	: 	: 	: 
TE1026V,CZ003C1	: 	: 	21043 	22837 	25002 	: 	: 	: 	30640 	: 	31592 	30319 	29772 	28721 	: 	28819 	: 	: 	22159 	: 	: 	: 	: 	16150 	: 	: 	12671 	: 	: 	: 
TE1026V,CZ004C1	: 	: 	12757 	12925 	13587 	: 	: 	: 	17960 	: 	19905 	19664 	18906 	18563 	: 	15812 	: 	: 	13576 	: 	: 	: 	: 	8858 	: 	: 	6426 	: 	: 	: 
TE1026V,CZ005C1	: 	: 	7596 	7976 	8700 	: 	: 	: 	10100 	: 	9751 	9286 	8571 	8520 	: 	8688 	: 	: 	6436 	: 	: 	: 	: 	5853 	: 	: 	3658 	: 	: 	: 
TE1026V,CZ006C1	: 	: 	20073 	20576 	21253 	: 	: 	: 	22720 	: 	21553 	20486 	19855 	19011 	: 	16684 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,CZ007C1	: 	: 	5782 	6159 	6611 	: 	: 	: 	9060 	: 	9899 	9325 	8467 	7857 	: 	7633 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,CZ008C1	: 	: 	13324 	14329 	14861 	: 	: 	: 	16130 	: 	13855 	12642 	11440 	10404 	: 	9070 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,CZ009C1	: 	: 	9578 	9950 	10574 	: 	: 	: 	13370 	: 	12566 	12130 	11700 	10899 	: 	9856 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,CZ010C1	: 	: 	7111 	7706 	8362 	: 	: 	: 	10650 	: 	10159 	9307 	8884 	8487 	: 	7058 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,CZ011C1	: 	: 	8657 	8992 	9425 	: 	: 	: 	9240 	: 	9774 	9390 	8698 	8194 	: 	7508 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,CZ012C1	: 	: 	0 	0 	0 	: 	: 	: 	1770 	: 	1410 	1228 	1123 	1022 	: 	275 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,CZ013C1	: 	: 	0 	0 	428 	: 	: 	: 	830 	: 	998 	1003 	1010 	972 	: 	798 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,CZ014C1	: 	: 	2265 	2183 	2269 	: 	: 	: 	3210 	: 	2551 	2304 	1713 	1305 	: 	1000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,CZ015C1	: 	: 	281 	251 	229 	: 	: 	: 	400 	: 	263 	170 	0 	0 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,CZ016C1	: 	: 	0 	0 	0 	: 	: 	: 	1960 	: 	2673 	2712 	2834 	2714 	: 	2000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,CZ017C1	: 	: 	0 	0 	0 	: 	: 	: 	4050 	: 	4232 	3524 	3015 	2601 	: 	1954 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,CZ018C2	: 	: 	: 	0 	0 	: 	: 	: 	110 	: 	83 	82 	93 	116 	: 	100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE	: 	: 	2844978 	2807010 	2757799 	2698910 	2616881 	2384809 	2380974 	2217294 	2121178 	2025307 	1941405 	1979043 	1985765 	1963108 	: 	: 	2083945 	2054838 	2087044 	2097694 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE001C1	195799 	192129 	190693 	180582 	176253 	171263 	165923 	159658 	154032 	147195 	140220 	135423 	134550 	132845 	136717 	141010 	: 	: 	: 	: 	: 	: 	: 	136759 	: 	: 	: 	148426 	: 	: 
TE1026V,DE002C1	91525 	109843 	107912 	101660 	98412 	96286 	93814 	91439 	70134 	66305 	63483 	61832 	60307 	63448 	63023 	63609 	: 	: 	71397 	: 	: 	: 	: 	68900 	: 	: 	: 	70100 	: 	: 
TE1026V,DE003C1	109118 	132688 	102957 	119954 	117971 	115136 	108408 	107103 	103856 	94038 	94079 	88552 	85768 	92090 	85787 	83617 	: 	: 	89588 	: 	: 	: 	: 	96232 	: 	: 	: 	109237 	: 	: 
TE1026V,DE004C1	105217 	102934 	102020 	100541 	98504 	96675 	90767 	86764 	81652 	73853 	71683 	70361 	69940 	73582 	74361 	73364 	: 	: 	85217 	: 	: 	: 	: 	82744 	: 	: 	: 	76366 	: 	: 
