CODE,NAME
CH008L1,Luzern
CH009L1,Lugano
CH010L1,Biel/Bienne
CY001L2,Lefkosia
CY501L2,Lemesos
CZ001L2,Praha
CZ002L2,Brno
CZ003L2,Ostrava
CZ004L2,Plzeň
CZ005L2,Ústí nad Labem
CZ006L2,Olomouc
CZ007L2,Liberec
CZ008L2,České Budějovice
CZ009L2,Hradec Králové
CZ010L2,Pardubice
CZ011L2,Zlín
CZ013L2,Karlovy Vary
CZ014L2,Jihlava
CZ016L2,Most
CZ018L2,Chomutov
DE001L1,Berlin
DE002L1,Hamburg
DE003L1,München
DE004L1,Köln
DE005L1,Frankfurt am Main
DE007L1,Stuttgart
DE008L2,Leipzig
DE009L2,Dresden
DE011L1,Düsseldorf
DE012L1,Bremen
DE013L1,Hannover
DE014L1,Nürnberg
DE017L0,Bielefeld
DE018L1,Halle an der Saale
DE019L2,Magdeburg
DE020L1,Wiesbaden
DE021L1,Göttingen
DE025L1,Darmstadt
DE026L1,Trier
DE027L1,Freiburg im Breisgau
DE028L1,Regensburg
DE029L0,Frankfurt (Oder)
DE030L1,Weimar
DE031L1,Schwerin
DE032L1,Erfurt
DE033L1,Augsburg
DE034L1,Bonn
DE035L1,Karlsruhe
DE036L0,Mönchengladbach
DE037L1,Mainz
DE038L1,Ruhrgebiet
DE039L1,Kiel
DE040L1,Saarbrücken
DE042L1,Koblenz
DE043L2,Rostock
DE044L1,Kaiserslautern
DE045L1,Iserlohn
DE048L1,Wilhelmshaven
DE050L1,Tübingen
DE051L1,Villingen-Schwenningen
DE052L1,Flensburg
DE053L1,Marburg
DE054L1,Konstanz
DE055L0,Neumünster
DE056L0,Brandenburg an der Havel
DE057L1,Gießen
DE058L1,Lüneburg
DE059L1,Bayreuth
DE060L1,Celle
DE061L1,Aschaffenburg
DE062L1,Bamberg
DE063L1,Plauen
DE064L1,Neubrandenburg
DE065L1,Fulda
DE066L1,Kempten (Allgäu)
DE067L1,Landshut
DE069L1,Rosenheim
DE071L1,Stralsund
DE072L1,Friedrichshafen
DE073L1,Offenburg
DE074L1,Görlitz
DE077L1,Schweinfurt
DE078L1,Greifswald
DE079L1,Wetzlar
DE081L1,Passau
DE082L0,Dessau-Roßlau
DE083L1,Braunschweig-Salzgitter-Wolfsburg
DE084L1,Mannheim-Ludwigshafen
DE504L1,Münster
DE505L0,Chemnitz
DE507L1,Aachen
DE508L0,Krefeld
DE510L1,Lübeck
DE513L1,Kassel
DE516L0,Solingen
DE517L1,Osnabrück
DE520L1,Oldenburg (Oldenburg)
DE522L1,Heidelberg
DE523L1,Paderborn
DE524L2,Würzburg
DE527L1,Bremerhaven
DE529L1,Heilbronn
DE530L0,Remscheid
DE532L1,Ulm
DE533L1,Pforzheim
DE534L1,Ingolstadt
DE535L1,Gera
DE537L1,Reutlingen
DE539L1,Cottbus
DE540L2,Siegen
DE542L1,Hildesheim
DE544L1,Zwickau
DE546L0,Wuppertal
DE547L2,Jena
DE548L1,"Düren, Stadt"
DE549L1,"Bocholt, Stadt"
DK001L2,København
DK002L3,Århus
DK003L2,Odense
DK004L3,Aalborg
EE001L1,Tallinn
EE002L1,Tartu
EE003L0,Narva
ES001L3,Madrid
ES002L2,Barcelona
ES003L3,Valencia
ES004L3,Sevilla
ES005L2,Zaragoza
ES006L2,Málaga
ES007L2,Murcia
ES008L2,Las Palmas
ES009L2,Valladolid
ES010L2,Palma de Mallorca
ES011L2,Santiago de Compostela
ES012L2,Vitoria/Gasteiz
ES013L2,Oviedo
ES014L3,Pamplona/Iruña
ES015L2,Santander
ES016L2,Toledo
ES017L2,Badajoz
ES018L2,Logroño
ES019L3,Bilbao
ES020L2,Córdoba
ES021L2,Alicante/Alacant
ES022L2,Vigo
ES023L2,Gijón
ES025L3,Santa Cruz de Tenerife
ES026L2,Coruña (A)
ES028L1,Reus
ES031L1,Lugo
ES033L1,Girona
ES034L1,Cáceres
ES035L1,Torrevieja
ES037L0," Puerto de Santa María, El"
ES039L1,Avilés
ES040L1,Talavera de la Reina
ES041L1,Palencia
ES043L1,Ferrol
ES044L1,Pontevedra
ES045L0,Ceuta
ES046L1,Gandia
ES048L1,Guadalajara
ES050L1,Manresa
ES053L1,Ciudad Real
ES054L1,Benidorm
ES055L0,Melilla
ES057L1,Ponferrada
ES059L1,Zamora
ES062L0,Sanlúcar de Barrameda
ES065L0    ,"Línea de la Concepción, La"
ES070L1,Irun
ES072L1,Arrecife
ES073L0,Elda
ES074L0,Santa Lucía de Tirajana
ES501L3,Granada
ES505L1,Elche/Elx
ES506L1,Cartagena
ES508L1,Jerez de la Frontera
ES510L1,Donostia-San Sebastián
ES514L1,Almería
ES515L1,Burgos
ES516L1,Salamanca
ES519L1,Albacete
ES520L1,Castellón de la Plana/Castelló de la Plana
ES521L1,Huelva
ES522L1,Cádiz
ES523L1,León
ES525L1,Tarragona
ES527L1,Jaén
ES528L1,Lleida
ES529L1,Ourense
ES532L1,Algeciras
ES533L1,Marbella
ES537L1,Alcoy
ES538L1,Ávila
ES542L1,Cuenca
ES543L1,Eivissa
ES544L1,Linares
ES545L1,Lorca
ES546L1,Mérida
ES547L1,Sagunto
ES550L1,Puerto de la Cruz
ES552L1,Igualada
FI001L3,Helsinki
FI002L3,Tampere
FI003L4,Turku
FI004L4,Oulu
FI007L2,Lahti
FI008L2,Kuopio
FI009L2,Jyväskylä
FR001L1,Paris
FR003L2,Lyon
FR004L2,Toulouse
FR006L2,Strasbourg
FR007L2,Bordeaux
FR008L2,Nantes
FR009L2,Lille
FR010L2,Montpellier
FR011L2,Saint-Etienne
FR012L2,Le Havre
FR013L2,Rennes
FR014L2,Amiens
FR016L2,Nancy
FR017L2,Metz
FR018L2,Reims
FR019L2,Orléans
FR020L2,Dijon
FR021L2,Poitiers
FR022L2,Clermont-Ferrand
FR023L2,Caen
FR024L2,Limoges
FR025L2,Besançon
FR026L2,Grenoble
FR027L2,Ajaccio
FR028L1,Saint Denis
FR030L1,Fort-de-France
FR032L2,Toulon
FR034L2,Valenciennes
FR035L2,Tours
FR036L2,Angers
FR037L2,Brest
FR038L2,Le Mans
FR039L1,Avignon
FR040L2,Mulhouse
FR042L2,Dunkerque
FR043L2,Perpignan
FR044L2,Nîmes
FR045L2,Pau
FR046L2,Bayonne
FR047L0,Annemasse
FR048L2,Annecy
FR049L2,Lorient
FR050L2,Montbéliard
FR051L2,Troyes
FR052L2,Saint-Nazaire
FR053L2,La Rochelle
FR056L2,Angoulême
FR057L2,Boulogne-sur-Mer
FR058L2,Chambéry
FR059L2,Chalon-sur-Saône
FR060L2,Chartres
FR061L2,Niort
FR062L2,Calais
FR063L2,Béziers
FR064L2,Arras
FR065L2,Bourges
FR066L2,Saint-Brieuc
FR067L2,Quimper
FR068L2,Vannes
FR069L2,Cherbourg
FR073L2,Tarbes
FR074L2,Compiègne
FR076L2,Belfort
FR077L2,Roanne
FR079L2,Saint-Quentin
FR082L2,Beauvais
FR084L2,Creil
FR086L2,Evreux
FR090L2,Châteauroux
FR093L2,Brive-la-Gaillarde
FR096L2,Albi
FR099L2,Fréjus
FR104L2,Châlons-en-Champagne
FR203L2,Marseille
FR205L2,Nice
FR207L2,Lens - Liévin
FR208L1,Hénin - Carvin
FR209L2,Douai
FR214L1,Valence
FR215L2,Rouen
FR304L1,Melun
FR324L1,Martigues
FR505L1,Charleville-Mézières
FR506L1,Colmar
FR519L1,Cannes
EL001L1,Athina
EL002L1,Thessaloniki
EL003L1,Patra
EL004L1,Irakleio
EL005L1,Larisa
EL006L1,Volos
EL007L1,Ioannina
EL008L1,Kavala
EL009L1,Kalamata
EL010L1,Chania
EL011L1,Xanthi
EL012L1,Katerini
EL013L1,Serres
EL014L1,Trikala
HR001L2,Grad Zagreb
HR002L2,Rijeka
HR003L2,Slavonski Brod
HR004L2,Osijek
HR005L2,Split
HR006L1,Pula - Pola
HR007L1,Zadar
HU001L2,Budapest
HU002L2,Miskolc
HU003L2,Nyíregyháza
HU004L2,Pécs
HU005L2,Debrecen
HU006L2,Szeged
HU007L2,Gyõr
HU008L2,Kecskemét
HU009L2,Székesfehérvár
HU010L1,Szombathely
HU011L1,Szolnok
HU012L1,Tatabánya
HU013L1,Veszprém
HU014L1,Békéscsaba
HU015L1,Kaposvár
HU016L1,Eger
HU017L1,Dunaújváros
HU018L1,Zalaegerszeg
HU019L1,Sopron
IE001L1,Dublin
IE002L1,Cork
IE003L1,Limerick
IE004L1,Galway
IE005L1,Waterford
IS001L1,Reykjavík
IT001L3,Roma
IT002L3,Milano
IT003L3,Napoli
IT004L2,Torino
IT005L3,Palermo
IT006L3,Genova
IT007L3,Firenze
IT008L3,Bari
IT009L1,Bologna
IT010L2,Catania
IT011L2,Venezia
IT012L3,Verona
IT013L3,Cremona
IT014L3,Trento
IT015L1,Trieste
IT016L3,Perugia
IT017L3,Ancona
IT019L2,Pescara
IT020L3,Campobasso
IT021L2,Caserta
IT022L2,Taranto
IT023L2,Potenza
IT024L3,Catanzaro
IT025L3,Reggio di Calabria
IT026L3,Sassari
IT027L2,Cagliari
IT028L3,Padova
IT029L3,Brescia
IT030L3,Modena
IT031L3,Foggia
IT032L3,Salerno
IT033L2,Piacenza
IT034L1,Bolzano
IT035L2,Udine
IT036L2,La Spezia
IT037L1,Lecce
IT038L1,Barletta
IT039L2,Pesaro
IT040L2,Como
IT041L2,Pisa
IT042L1,Treviso
IT043L2,Varese
IT045L2,Asti
IT046L2,Pavia
IT047L1,Massa
IT048L2,Cosenza
IT052L1,Savona
IT054L1,Matera
IT056L1,Acireale
IT057L2,Avellino
IT058L2,Pordenone
IT060L1,Lecco
IT061L0,Altamura
IT064L1,Battipaglia
IT065L0,Bisceglie
IT066L1,Carpi
IT067L0,Cerignola
IT068L1,Gallarate
IT069L1,Gela
IT073L1,Sassuolo
IT501L2,Messina
IT502L2,Prato
IT503L3,Parma
IT504L3,Livorno
IT505L3,Reggio nell'Emilia
IT506L2,Ravenna
IT507L2,Ferrara
IT508L3,Rimini
IT509L3,Siracusa
IT511L2,Bergamo
IT512L3,Forlì
IT513L3,Latina
IT514L2,Vicenza
IT515L2,Terni
IT516L2,Novara
IT518L1,Alessandria
IT519L1,Arezzo
IT520L1,Grosseto
IT521L1,Brindisi
IT522L1,Trapani
IT523L1,Ragusa
IT524L0,Andria
IT525L0,Trani
IT526L1,L'Aquila
LT001L1,Vilnius
LT002L1,Kaunas
LT003L1,Panevėžys
LT004L0,Alytus
LT501L0,Klaipėda
LT502L0,Šiauliai
LU001L1,Luxembourg
LV001L1,Rīga
LV002L2,Liepāja
LV003L1,Jelgava
LV501L1,Daugavpils
MT001L1,Valletta
NL001L3,s' Gravenhage
NL002L3,Amsterdam
NL003L3,Rotterdam
NL004L3,Utrecht
NL005L3,Eindhoven
NL006L3,Tilburg
NL007L3,Groningen
NL008L3,Enschede
NL009L3,Arnhem
NL010L3,Heerlen
NL012L3,Breda
NL013L3,Nijmegen
NL014L3,Apeldoorn
NL015L3,Leeuwarden
NL016L3,Sittard-Geleen
NL018L3,Hilversum
NL020L3,Roosendaal
NL026L0,Alphen aan den Rijn
NL028L3,Bergen op Zoom
NL030L0,Gouda
NL031L3,Hoorn
NL032L3,Middelburg
NL503L3,s-Hertogenbosch
NL504L3,Amersfoort
NL505L3,Maastricht
NL507L3,Leiden
NL511L3,Zwolle
NL512L3,Ede
NL513L3,Deventer
NL514L3,Alkmaar
NL515L3,Venlo
NL519L3,Almelo
NL520L3,Lelystad
NL521L3,Oss
NL522L3,Assen
NL524L3,Veenendaal
NL529L3              ,Greater Soest   
NO001L1,Oslo
NO002L1,Bergen
NO003L1,Trondheim
NO004L1,Stavanger
NO005L1,Kristiansand
NO006L1,Tromsø
PL001L2,Warszawa
PL002L2,Łódź
PL003L2,Kraków
PL004L2,Wrocław
PL005L2,Poznań
PL006L2,Gdańsk
PL007L2,Szczecin
PL008L2,Bydgoszcz
PL009L2,Lublin
PL010L2,Katowice
PL011L2,Białystok
PL012L2,Kielce
PL013L2,Toruń
PL014L2,Olsztyn
PL015L2,Rzeszów
PL016L2,Opole
PL017L2,Gorzów Wielkopolski
PL018L2,Zielona Góra
PL019L2,Jelenia Góra
PL020L2,Nowy Sącz
PL021L2,Suwałki
PL022L2,Konin
PL024L2,Częstochowa
PL025L2,Radom
PL026L2,Płock
PL027L2,Kalisz
PL028L2,Koszalin
PL029L1,Słupsk
PL030L1,Jastrzębie-Zdrój
PL031L1,Siedlce
PL032L1,Piotrków Trybunalski
PL033L1,Lubin
PL034L1,Piła
PL035L1,Inowrocław
PL036L1,Ostrowiec Świętokrzyski
PL037L1,Gniezno
PL038L1,Stargard Szczeciński
PL039L1,Ostrów Wielkopolski
PL040L1,Przemyśl
PL041L1,Zamość
PL042L1,Chełm
PL043L1,Pabianice
PL044L1,Głogów
PL045L1,Stalowa Wola
PL046L1,Tomaszów Mazowiecki
PL047L1,Łomża
PL048L1,Leszno
PL049L1,Świdnica
PL051L1,Tczew
PL052L1,Ełk
PL506L2,Bielsko-Biała
PL508L1,Rybnik
PL511L2,Wałbrzych
PL512L2,Elbląg
PL513L2,Włocławek
PL514L2,Tarnów
PL516L2,Legnica
PL517L2,Grudziądz
PT001L3,Lisboa
PT002L2,Porto
PT003L1,Braga
PT004L2,Funchal
PT005L2,Coimbra
PT007L1,Ponta Delgada
PT008L2,Aveiro
PT009L1,Faro
PT014L1,Viseu
PT016L0,Viana do Castelo
PT019L0,Póvoa de Varzim
PT505L1,Guimarães
RO001L1,Bucureşti
RO002L1,Cluj-Napoca
RO003L1,Timişoara
RO004L1,Craiova
RO005L1,Brăila
RO006L1,Oradea
RO007L1,Bacău
RO008L1,Arad
RO009L1,Sibiu
RO010L1,Târgu Mureş
RO011L1,Piatra Neamţ
RO012L1,Cǎlǎraşi
RO013L1,Giurgiu
RO014L1,Alba Iulia
RO015L1,Focşani
RO016L1,Târgu Jiu
RO017L1,Tulcea
RO018L1,Târgovişte
RO019L1,Slatina
RO020L1,Bârlad
RO021L1,Roman
RO022L1,Bistriţa
RO501L1,Constanta
RO502L1,Iasi
RO503L1,Galati
RO504L1,Brasov
RO505L1,Ploiesti
RO506L1,Pitesti
RO507L1,Baia Mare
RO508L1,Buzau
RO509L1,Satu Mare
RO510L1,Botosani
RO511L1,Ramnicu Valcea
RO512L1,Suceava
RO513L1,Drobeta-Turnu Severin
SE001L1,Stockholm
SE002L1,Göteborg
SE003L1,Malmö
SE004L1,Jönköping
SE005L1,Umeå
SE006L1,Uppsala
SE007L1,Linköping
SE008L1,Örebro
SE501L1,Västerås
SE502L1,Norrköping
SE503L1,Helsingborg
SE505L1,Borås
SI001L2,Ljubljana
SI002L1,Maribor
SK001L1,Bratislava
SK002L1,Košice
SK003L1,Banská Bystrica
SK004L1,Nitra
SK005L1,Prešov
SK006L1,Žilina
SK007L1,Trnava
SK008L1,Trenčín
UK533C1,York
UK533L0,York
UK534C1,Bury
UK535C1,Swindon
UK535L0,Swindon
UK536C1,Stockton-on-Tees
UK537C1,St. Helens
UK538C1,Basildon
UK539C1,Bournemouth
UK539K1,Bournemouth
UK539L1,Bournemouth
UK540C1,Wycombe
UK540L0,Wycombe
UK541C1,Southend-on-Sea
UK541K1,Southend-on-Sea
UK542C1,Telford and Wrekin
UK542L0,Telford and Wrekin
UK543C1,North East Lincolnshire
UK543L0,North East Lincolnshire
UK544C1,Chelmsford
UK545C1,Peterborough
UK545L0,Peterborough
UK546C1,Colchester
UK546L1,Colchester
UK547C1,South Tyneside
UK548C1,Basingstoke and Deane
UK548L0,Basingstoke and Deane
UK549C1,Bedford
UK549L0,Bedford
UK550C1,Dundee City
UK550L1,Dundee City
UK551C1,Falkirk
UK551L0,Falkirk
UK552C1,Reading
UK552K1,Reading
UK552L0,Reading
UK553C1,Blackpool
UK553K1,Blackpool
UK553L1,Blackpool
UK554C1,Maidstone
UK554L0,Maidstone
UK555C1,Poole
UK556C1,Dacorum
UK556L0,Dacorum
UK557C1,Blackburn with Darwen
UK557L1,Blackburn with Darwen
UK558C1,Newport
UK558L1,Newport
UK559C1,Middlesbrough
UK559L2,Middlesbrough
UK560C1,Oxford
UK560L1,Oxford
UK561C1,Torbay
UK561L0,Torbay
UK562C1,Preston
UK562K1,Preston
UK562L2,Preston
UK563C1,St Albans
UK564C1,Warwick
UK564L0,Warwick
UK565C1,Newcastle-under-Lyme
UK566C1,Norwich
UK566L1,Norwich
UK567C1,Slough
UK568C2,Cheshire West and Chester
UK568L1,Cheshire West and Chester
UK569C1,Ipswich
UK569L2,Ipswich
UK571C1,Cheltenham
UK571L1,Cheltenham
UK572C1,Gloucester
UK572L0,Gloucester
UK573C1,Bracknell Forest
UK573L0,Bracknell Forest
UK575C1,Carlisle
UK575L0,Carlisle
UK576C1,Crawley
UK576L0,Crawley
UK577C1,Watford
UK578C1,Gosport
UK579C1,Eastleigh
UK580C1,Rushmoor
UK580K1,Rushmoor
UK581C1,Rugby
UK582C1,Corby
UK583C1,Kettering
UK584C1,Inverclyde (Greenock)
UK585C1,Renfrewshire (Paisley)
UK586C1,Derry & Strabane Local Government District
UK586L0,Derry & Strabane Local Government District
TR001L1,Ankara
TR002L1,Adana
TR003L1,Antalya
TR004L1,Balıkesir
TR005L1,Bursa
TR006L1,Denizli
TR007L1,Diyarbakır
TR008L1,Edirne
TR009L1,Erzurum
TR010L1,Gaziantep
TR011L1,Hatay
TR012L1,İstanbul
TR013L1,İzmir
TR014L1,Kars
TR015L1,Kastamonu
TR016L1,Kayseri
TR017L1,Kocaeli
TR018L1,Konya
TR019L1,Malatya
TR020L1,Manisa
TR021L1,Nevşehir
TR022L1,Samsun
TR023L1,Siirt
TR024L1,Trabzon
TR025L1,Van
TR026L1,Zonguldak
