indic_ur,cities\time	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
DE2001V,HU002C1	: 	153361 	: 	: 	: 	: 	: u	: 	164017 	166831 	167950 	168865 	169875 	: 	: 	178822 	: 	: 	: 	183392 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,HU003C1	: 	115854 	: 	: 	: 	: 	: u	: 	116882 	118475 	115803 	115803 	115377 	: 	: 	118566 	: 	: 	: 	117461 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,HU004C1	: 	137307 	: 	: 	: 	: 	: u	: 	146644 	152633 	154525 	154800 	154597 	: 	: 	156810 	: 	: 	: 	161081 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,HU005C1	: 	196393 	: 	: 	: 	: 	: u	: 	200620 	206891 	202195 	202195 	201860 	: 	: 	202596 	: 	: 	: 	208093 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,HU006C1	: 	156551 	: 	: 	: 	: 	: u	: 	156894 	162962 	161805 	161456 	159997 	158574 	157171 	157012 	: 	: 	: 	164384 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,HU007C1	: 	128976 	: 	: 	: 	: 	: u	: 	126753 	128042 	128841 	128521 	128521 	127207 	126695 	126658 	: 	: 	: 	128626 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,HU008C1	: 	109148 	: 	: 	: 	: 	: u	: 	109302 	109694 	110457 	109845 	108729 	108317 	107430 	106926 	: 	: 	: 	107040 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,HU009C1	: 	95466 	: 	: 	: 	: 	: u	: 	99004 	99973 	100919 	: 	100949 	: 	: 	103896 	: 	: 	: 	105542 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,HU010C1	: 	77710 	: 	: 	: 	: 	: u	: 	77210 	78526 	78841 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,HU011C1	: 	70796 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,HU012C1	: 	65109 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,HU013C1	: 	58502 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,HU014C1	: 	58578 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,HU015C1	: 	61029 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,HU016C1	: 	52510 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,HU017C1	: 	43277 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,HU018C1	: 	56181 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,HU019C1	: 	61766 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	3923703 	: 	: 	: 	: 	: 	: 	3543941 	: 	3477383 	: 	3660398 	3631802 	3593800 	3546200 	3205616 	: 	: 	: 	: 	: 	: 
DE2001V,IE001C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	411481 	: 	: 	: 	: 	393062 	398546 	404030 	: 	414997 	: 	: 	: 	: 	: 	419055 	: 	: 	: 	: 	: 	: 
DE2001V,IE001K1	: 	: 	: 	: 	: 	: 	: 	: 	: 	1029809 	: 	: 	: 	: 	969021 	970684 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IE002C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	100813 	: 	: 	: 	: 	99507 	101766 	104025 	: 	108542 	: 	: 	: 	: 	: 	113325 	: 	: 	: 	: 	: 	: 
DE2001V,IE003C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	48816 	: 	: 	: 	: 	44273 	45223 	46172 	: 	48070 	: 	: 	: 	: 	: 	46283 	: 	: 	: 	: 	: 	: 
DE2001V,IE004C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	57818 	: 	: 	: 	: 	53165 	52964 	52763 	: 	52361 	: 	: 	: 	: 	: 	46293 	: 	: 	: 	: 	: 	: 
DE2001V,IE005C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	39388 	: 	: 	: 	: 	38128 	38393 	38657 	: 	39186 	: 	: 	: 	: 	: 	37637 	: 	: 	: 	: 	: 	: 
DE2001V,IT	: 	54820515 b	55339533 	55542417 	55639398 	55781175 	55860583 	55297506 	55342126 	56056125 	56105269 	: 	56186639 	56192365 	56081197 	56060218 	: 	: 	: 	55660855 	56409342 	: 	: 	56576422 	56595203 	56583109 	56509324 	56036675 	55878884 	55962981 	: 
DE2001V,IT001C1	: 	2472274 b	2487241 	2496277 	2499550 	2508458 	2509537 	2386260 	2389140 	2466906 	2474800 	2481622 	2500342 	2506186 	2390844 	2408869 	: 	: 	: 	2448377 	2486906 	: 	: 	: 	2514333 	: 	: 	: 	: 	2727082 	: 
DE2001V,IT002C1	: 	1144494 b	1103659 	1098080 	1091329 	1088851 	1093988 	1067110 	1064315 	1106786 	1108173 	1114312 	1123636 	1132818 	1146566 	1156314 	: 	: 	: 	1168621 	1145467 	: 	: 	: 	1235761 	: 	: 	: 	: 	1342663 	: 
DE2001V,IT002K1	: 	3125529 b	3571640 	3566216 	3554058 	3547862 	3549428 	3501654 	3491327 b	2800651 	2800306 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT003C1	: 	898323 b	907941 	914533 	921622 	929834 	942080 	922343 	929673 	930146 	935459 	939277 	951648 	955951 	967270 	980430 	: 	: 	: 	995743 	985804 	: 	: 	: 	1037779 	: 	: 	: 	: 	1062028 	: 
DE2001V,IT003K1	: 	2757072 b	2969245 	2983273 	2996073 	3009398 	3024930 	2972583 	2982105 b	3049993 	3052563 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT004C1	: 	736988 b	748977 	753315 	752627 	758810 	763923 	754558 	759236 	779846 	786592 	794115 	805342 	816592 	823801 	832943 	: 	: 	: 	830518 	833613 	: 	: 	: 	897547 	: 	: 	: 	: 	953088 	: 
DE2001V,IT005C1	: 	628780 b	642742 	646998 	647848 	652569 	654111 	633661 	637025 	635623 	637893 	642201 	647293 	651818 	655951 	661084 	: 	: 	: 	677061 	662358 	: 	: 	: 	673671 	: 	: 	: 	: 	690841 	: 
DE2001V,IT006C1	: 	515238 b	524150 	528923 	532503 	536245 	540424 	535283 	540272 	557491 	563934 	568427 	573727 	580431 	587468 	576454 	: 	: 	: 	594740 	598218 	: 	: 	: 	643312 	: 	: 	: 	: 	673507 	: 
DE2001V,IT007C1	: 	312662 b	320956 	322614 	322981 	323137 	321868 	317239 	314339 	321249 	322633 	324761 	327076 	331027 	334373 	337896 	: 	: 	: 	337384 	337080 	: 	: 	: 	367415 	: 	: 	: 	: 	396004 	: 
DE2001V,IT008C1	: 	304641 b	309615 	311143 	313849 	315478 	312715 	305417 	308748 	311594 	312833 	314186 	316339 	319639 	321350 	321984 	: 	: 	: 	314034 	326920 	: 	: 	: 	331452 	: 	: 	: 	: 	341391 	: 
DE2001V,IT009C1	: 	335411 b	329563 	328721 	327790 	328202 	327900 	328864 	326976 	331715 	333556 	335464 	338654 	342707 	345631 	349040 	: 	: 	: 	356906 	355421 	: 	: 	: 	366345 	: 	: 	: 	: 	401013 	: 
DE2001V,IT010C1	: 	285419 b	298076 	300414 	301856 	303490 	304057 	282982 	286149 	284254 	286972 	288916 	292271 	295605 	298034 	300102 	: 	: 	: 	308969 	328704 	: 	: 	: 	316186 	: 	: 	: 	: 	331455 	: 
DE2001V,IT011C1	: 	223723 b	225270 	227433 	229569 	231468 	232902 	232352 	235098 	241603 	243949 	246170 	249060 	251975 	255011 	258243 	: 	: 	: 	265245 	269685 	: 	: 	: 	292748 	: 	: 	: 	: 	308028 	: 
DE2001V,IT012C1	: 	223297 b	221636 	222108 	222260 	222547 	222870 	221102 	221849 	227298 	229212 	230903 	233221 	234916 	236214 	237928 	: 	: 	: 	239823 	244755 	: 	: 	: 	247571 	: 	: 	: 	: 	253624 	: 
DE2001V,IT013C1	: 	61441 b	61178 	61368 	61536 	61539 	61722 	61984 	61695 	62984 	63561 	64109 	64708 	65204 	66045 	66679 	: 	: 	: 	68325 	68949 	: 	: 	: 	71069 	: 	: 	: 	: 	73537 	: 
DE2001V,IT014C1	: 	106354 b	104738 	104598 	104190 	103847 	103721 	102887 	102338 	103259 	103326 	103304 	103275 	103540 	103795 	103686 	: 	: 	: 	101751 	102931 	: 	: 	: 	99478 	: 	: 	: 	: 	100951 	: 
DE2001V,IT015C1	: 	182209 b	183468 	184470 	185031 	186221 	186506 	184869 	185821 	187278 	188333 	189546 	191258 	192631 	194306 	196174 	: 	: 	: 	201998 	206906 	: 	: 	: 	215164 	: 	: 	: 	: 	227676 	: 
DE2001V,IT016C1	: 	144151 b	145231 	145751 	145491 	145209 	144213 	143325 	143578 	146233 	146397 	146505 	146659 	147107 	147346 	144283 	: 	: 	: 	143242 	149200 	: 	: 	: 	140805 	: 	: 	: 	: 	143297 	: 
DE2001V,IT017C1	: 	86571 b	87480 	87723 	87985 	88501 	88890 	88955 	89408 	91196 	91813 	92444 	93179 	94135 	95082 	95711 	: 	: 	: 	97069 	95081 	: 	: 	: 	97569 	: 	: 	: 	: 	100760 	: 
DE2001V,IT019C1	: 	114522 b	113677 	114627 	115013 	115429 	115638 	112510 	112723 	117934 	118380 	118859 	119298 	119306 	119581 	120122 	: 	: 	: 	115051 	113404 	: 	: 	: 	116541 	: 	: 	: 	: 	121886 	: 
DE2001V,IT020C1	: 	46817 b	47428 	47730 	47992 	48192 	48159 	47681 	47919 	49921 	50063 	50394 	50621 	50585 	50848 	51190 	: 	: 	: 	50530 	51072 	: 	: 	: 	51687 	: 	: 	: 	: 	50843 	: 
DE2001V,IT021C1	: 	70810 b	71768 	72494 	72721 	73312 	73697 	72133 	73057 	75348 	75672 	76242 	76160 	76992 	77408 	77678 	: 	: 	: 	74466 	73107 	: 	: 	: 	71936 	: 	: 	: 	: 	68894 	: 
DE2001V,IT022C1	: 	188904 b	194521 	196182 	197972 	199234 	200707 	196719 	198267 	189568 	191167 	193287 	194435 	195694 	196894 	198241 	: 	: 	: 	201413 	206159 	: 	: 	: 	211041 	: 	: 	: 	: 	232088 	: 
DE2001V,IT023C1	: 	64924 b	65272 	65670 	65933 	66318 	66412 	65625 	65972 	67310 	67674 	67764 	67348 	67732 	68080 	68396 	: 	: 	: 	68765 	69358 	: 	: 	: 	65908 	: 	: 	: 	: 	65617 	: 
DE2001V,IT024C1	: 	85113 b	86682 	87275 	87755 	88078 	88477 	87098 	87547 	90574 	91090 	91583 	92385 	93109 	93442 	94041 	: 	: 	: 	94611 	96610 	: 	: 	: 	96827 	: 	: 	: 	: 	96093 	: 
DE2001V,IT025C1	: 	165057 b	169658 	170998 	171882 	173128 	174366 	171759 	172587 	176910 	177254 	177786 	178367 	178347 	178708 	177785 	: 	: 	: 	177069 	175752 	: 	: 	: 	177366 	: 	: 	: 	: 	176922 	: 
DE2001V,IT026C1	: 	121019 b	122302 	123243 	123741 	124171 	124347 	122706 	121221 	127949 	128098 	128367 	127411 	127210 	126629 	123767 	: 	: 	: 	119964 	119751 	: 	: 	: 	120517 	: 	: 	: 	: 	121847 	: 
DE2001V,IT027C1	: 	143100 b	145170 	145855 	146706 	147337 	147469 	144345 	144802 	150895 	152094 	152974 	154385 	156263 	157415 	158994 	: 	: 	: 	162626 	161416 	: 	: 	: 	171274 	: 	: 	: 	: 	203306 	: 
DE2001V,IT028C1	: 	177715 b	176885 	176845 	177006 	177942 	178012 	178115 	178935 	183265 	184598 	186340 	188173 	190640 	192722 	194540 	: 	: 	: 	196794 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT029C1	: 	160067 b	160391 	160491 	159953 	159586 	158348 	156632 	157757 	156995 	158047 	159332 	160603 	162911 	165379 	167975 	: 	: 	: 	176677 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT030C1	: 	160345 b	157121 	157179 	156474 	156508 	156314 	154365 	154879 	157509 	158196 	158950 	159867 	161370 	162876 	164020 	: 	: 	: 	166317 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT031C1	: 	143142 b	144437 	145586 	146379 	147177 	148030 	144828 	144242 	148457 	149102 	149878 	150737 	151484 	151813 	152695 	: 	: 	: 	153907 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT032C1	: 	126745 b	128361 	129330 	129881 	130415 	129514 	128413 	129524 	134664 	135824 	137084 	137597 	130161 	132237 	133414 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT033C1	: 	84873 b	83934 	84088 	83643 	83635 	84045 	84032 	84599 	86041 	86779 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT034C1	: 	92581 b	92156 	91636 	91152 	90767 	90523 	89987 	89750 	90619 	90611 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT035C1	: 	86866 b	85547 	85639 	85363 	85214 	85076 	84742 	84972 	86139 	86411 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT036C1	: 	81342 b	81544 	82331 	82789 	83073 	83635 	83169 	83798 	85659 	86594 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT037C1	: 	86137 b	88068 	87999 	88084 	88001 	87585 	85219 	85566 	89462 	89486 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT038C1	: 	91167 b	92177 	92457 	92581 	92791 	92800 	92761 	92661 	92610 	92495 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT039C1	: 	87749 b	87740 	87684 	87366 	87210 	87178 	87091 	87104 	87451 	87462 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT040C1	: 	73324 b	71448 	72300 	72586 	73203 	73424 	72854 	72715 	74107 	74707 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT041C1	: 	78484 b	77782 	78299 	77491 	78158 	78285 	77368 	77572 	77550 	77858 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT042C1	: 	73819 b	73175 	72969 	72692 	72469 	72083 	71871 	71471 	72214 	72247 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT043C1	: 	70959 b	70448 	70754 	70862 	70787 	71024 	70426 	70898 	72469 	73175 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT044C1	: 	75418 b	75246 	75454 	75381 	74823 	74891 	73341 	73660 	75315 	75604 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT045C1	: 	66404 b	66780 	66884 	66827 	66978 	66620 	65720 	65886 	67566 	67712 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT046C1	: 	61816 b	62058 	62497 	62860 	62939 	62749 	61914 	62540 	63978 	64637 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT047C1	: 	63475 b	64224 	64550 	64869 	65305 	65738 	65233 	65302 	66377 	66533 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT048C1	: 	62194 b	63236 	63777 	63921 	64226 	64699 	65821 	66276 	67434 	67461 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT052C1	: 	53762 b	54390 	54792 	54941 	55221 	55472 	55162 	55455 	56968 	57345 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT054C1	: 	57874 b	57812 	57847 	58114 	58210 	58162 	57977 	58035 	58753 	58718 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT056C1	: 	49979 b	50831 	51135 	51228 	51358 	51443 	50441 	50595 	52113 	52043 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT057C1	: 	51865 b	52632 	52952 	53246 	53579 	53944 	53419 	53167 	54982 	55263 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT058C1	: 	44416 b	44057 	44114 	43760 	43631 	43374 	43140 	42728 	43311 	43415 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT060C1	: 	43251 b	43154 	43191 	43184 	43300 	43331 	43024 	43021 	43726 	43807 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT061C1	: 	66441 b	66910 	66979 	66734 	66667 	66501 	66355 	66316 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT062C1	: 	51926 b	54036 	54163 	54331 	54449 	54872 	55007 	55240 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT063C1	: 	56906 b	57998 	58201 	58410 	58607 	59007 	59070 	59173 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT064C1	: 	46696 b	46850 	47399 	47527 	47809 	48092 	48025 	48250 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT065C1	: 	53329 b	53889 	53940 	54055 	54230 	54275 	53886 	53774 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT066C1	: 	62271 b	61234 	60973 	60566 	60341 	59042 	57953 	58268 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT067C1	: 	53040 b	56124 	56303 	56394 	56454 	56388 	55387 	55430 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT068C1	: 	45909 b	45049 	44901 	44962 	44503 	44411 	43925 	43831 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT069C1	: 	71391 b	73235 	74074 	74639 	75564 	75795 	74734 	74970 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT070C1	: 	34465 b	34882 	34891 	34820 	34826 	35067 	34948 	35044 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT071C1	: 	53247 b	54625 	54981 	55017 	55244 	55476 	53950 	53865 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT072C1	: 	46126 b	47539 	48118 	48030 	47885 	47636 	45946 	45506 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT073C1	: 	35066 b	35319 	35362 	35254 	35429 	35451 	34901 	35025 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT501C1	: 	217927 b	222408 	225115 	226609 	228574 	230200 	230823 	231810 	232790 	234121 	: 	237006 	238580 	240046 	241662 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT502C1	: 	154859 b	155126 	156069 	156356 	156831 	157135 	155882 	156480 	159609 	160481 	: 	161945 	163352 	164052 	164301 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT503C1	: 	167413 b	163381 	162899 	162149 	160694 	159745 	155733 	155584 	160266 	160599 	: 	160572 	160966 	161159 	161095 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT504C1	: 	145912 b	146525 	147287 	147724 	148118 	149100 	147470 	147815 	151262 	151986 	: 	153833 	154788 	155281 	151298 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT505C1	: 	144049 b	143702 	143241 	142390 	141605 	141094 	138241 	138452 	141230 	141170 	: 	140896 	140741 	140255 	140139 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT506C1	: 	140172 b	139765 	139608 	139762 	139700 	139969 	138316 	138456 	140501 	140269 	: 	139968 	139397 	138642 	137830 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT507C1	: 	119231 b	118662 	119353 	120523 	121096 	121268 	121333 	122518 	124776 	125664 	: 	126653 	127339 	127457 	127787 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT508C1	: 	130384 b	130276 	130159 	129124 	129184 	128830 	127627 	125925 	127619 	127193 	: 	127184 	127307 	126718 	126787 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT509C1	: 	113949 b	115703 	116351 	116851 	117296 	117452 	114797 	115154 	119755 	119732 	: 	119872 	120740 	120840 	121300 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT510C1	: 	109079 b	107983 	107849 	107377 	107248 	107535 	107329 	107843 	109474 	109903 	: 	111416 	112749 	113935 	115051 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT511C1	: 	101360 b	100963 	100899 	100234 	100201 	100127 	99239 	99987 	101611 	102309 	: 	103566 	104632 	105735 	106816 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT512C1	: 	104009 b	103824 	104217 	103820 	103863 	103980 	103644 	104072 	104829 	105067 	: 	105056 	105517 	105630 	105718 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT513C1	: 	115783 b	115186 	115980 	116194 	116234 	116699 	112893 	111906 	110957 	110398 	: 	109969 	109667 	108942 	108332 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT514C1	: 	93693 b	94916 	95002 	95185 	95282 	95260 	95373 	95066 	97310 	97787 	: 	99155 	100015 	100881 	101345 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT515C1	: 	97930 b	97998 	98584 	98961 	99327 	99542 	98349 	98763 	101387 	101844 	: 	102768 	103151 	103585 	103852 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT516C1	: 	88026 b	88590 	89093 	89286 	89657 	90087 	89404 	89930 	91914 	92599 	: 	93988 	94763 	95669 	96424 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT517C1	: 	112392 b	117381 	117327 	116876 	115972 	115602 	107080 	106202 	113989 	112014 	: 	109341 	107313 	106128 	103421 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT518C1	: 	79753 b	79983 	80569 	80808 	81001 	81139 	79222 	79748 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT519C1	: 	86656 b	87278 	87632 	87703 	87661 	87558 	87350 	87611 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT520C1	: 	74636 b	74592 	74778 	74883 	74910 	74962 	73668 	73416 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT521C1	: 	82768 b	84742 	85497 	86056 	86515 	87041 	86711 	87025 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT522C1	: 	63931 b	65546 	66062 	66377 	66923 	67373 	67356 	67790 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE2001V,IT523C1	: 	66618 b	68382 	68617 	68820 	68867 	68920 	66866 	67208 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
